#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_193326949.1	644284.Arch_1503	4.14e-125	362.0	COG0020@1|root,COG0020@2|Bacteria,2GJCP@201174|Actinobacteria,4D385@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS1	GO:0000287,GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016020,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0030145,GO:0033850,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:1901576,GO:1901615,GO:1901617	2.5.1.31,2.5.1.68	ko:K00806,ko:K12503	ko00900,ko01110,map00900,map01110	-	R06447,R08528	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltransf
WP_193326950.1	644284.Arch_1502	1.72e-93	287.0	COG0524@1|root,COG0524@2|Bacteria,2GYHF@201174|Actinobacteria,4D656@85005|Actinomycetales	201174|Actinobacteria	G	PfkB family	-	-	2.7.1.4	ko:K00847	ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100	-	R00760,R00867,R03920	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
WP_193326951.1	644284.Arch_1501	1.24e-26	101.0	COG1722@1|root,COG1722@2|Bacteria,2GR0U@201174|Actinobacteria,4D6GX@85005|Actinomycetales	201174|Actinobacteria	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
WP_193326952.1	644284.Arch_1495	3.47e-110	336.0	COG1322@1|root,COG1322@2|Bacteria,2GP4U@201174|Actinobacteria,4D3IV@85005|Actinomycetales	201174|Actinobacteria	S	RmuC domain protein	rmuC	-	-	ko:K09760	-	-	-	-	ko00000	-	-	-	RmuC
WP_193326953.1	644284.Arch_1494	1.28e-224	623.0	COG0012@1|root,COG0012@2|Bacteria,2GIXI@201174|Actinobacteria,4D38C@85005|Actinomycetales	201174|Actinobacteria	J	ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner	ychF	-	-	ko:K06942	-	-	-	-	ko00000,ko03009	-	-	-	MMR_HSR1,YchF-GTPase_C
WP_193326954.1	888052.HMPREF9006_1920	3.99e-263	731.0	2AX0I@1|root,31NYJ@2|Bacteria,2HM6A@201174|Actinobacteria,4D6FA@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326955.1	931627.MycrhDRAFT_4488	2.88e-99	303.0	2EK7R@1|root,33DY3@2|Bacteria,2IPS3@201174|Actinobacteria	201174|Actinobacteria	S	Protein of unknown function (DUF4238)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4238
WP_193326956.1	1120946.AUBF01000010_gene85	6.48e-282	773.0	COG1373@1|root,COG1373@2|Bacteria,2GK4E@201174|Actinobacteria,4D3U8@85005|Actinomycetales	201174|Actinobacteria	S	Psort location Cytoplasmic, score	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
WP_193326957.1	1274.HX89_04090	3.1e-32	115.0	COG1669@1|root,COG1669@2|Bacteria	2|Bacteria	S	nucleotidyltransferase activity	-	-	-	ko:K07075	-	-	-	-	ko00000	-	-	-	NTP_transf_2
WP_193326958.1	1229781.C272_10803	1.15e-33	120.0	COG2361@1|root,COG2361@2|Bacteria,2INJK@201174|Actinobacteria	201174|Actinobacteria	S	Protein of unknown function DUF86	-	-	-	-	-	-	-	-	-	-	-	-	DUF86
WP_193326959.1	767029.HMPREF9154_2661	5.94e-49	157.0	COG3093@1|root,COG3093@2|Bacteria,2IR2S@201174|Actinobacteria	201174|Actinobacteria	K	Addiction module antidote protein, HigA	higA	-	-	ko:K21498	-	-	-	-	ko00000,ko02048	-	-	-	HTH_3
WP_193326961.1	525263.HMPREF0298_0466	2.67e-196	550.0	COG2801@1|root,COG2801@2|Bacteria,2GKDY@201174|Actinobacteria,22K9X@1653|Corynebacteriaceae	201174|Actinobacteria	L	Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	HTH_21,rve,rve_3
WP_193326962.1	883066.HMPREF9233_00599	8.37e-64	194.0	2CDB6@1|root,33IA2@2|Bacteria,2IP8R@201174|Actinobacteria,4D65J@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326963.1	191610.CATYP_01125	3.24e-63	193.0	2ASSR@1|root,33XTG@2|Bacteria,2HMQH@201174|Actinobacteria,22QHB@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326964.1	883066.HMPREF9233_00601	0.0	1047.0	COG4626@1|root,COG4626@2|Bacteria,2GM6F@201174|Actinobacteria,4D6XY@85005|Actinomycetales	201174|Actinobacteria	S	Phage Terminase	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_1
WP_193326965.1	1227360.C176_08527	4.98e-23	103.0	2DP5A@1|root,330K8@2|Bacteria,1VISY@1239|Firmicutes,4HQR0@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326966.1	883066.HMPREF9233_00256	2.97e-48	161.0	2BK8B@1|root,32ENB@2|Bacteria,2GXCI@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326967.1	883066.HMPREF9233_00603	1.79e-180	504.0	COG0740@1|root,COG0740@2|Bacteria,2IGS3@201174|Actinobacteria,4D30G@85005|Actinomycetales	201174|Actinobacteria	OU	Belongs to the peptidase S14 family	-	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease,Mu-like_Pro
WP_193326968.1	883066.HMPREF9233_00605	6.27e-67	203.0	2B963@1|root,322H6@2|Bacteria,2H53T@201174|Actinobacteria,4D5XN@85005|Actinomycetales	201174|Actinobacteria	S	Phage gp6-like head-tail connector protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_connect_1
WP_193326969.1	662755.CRES_1565	5.83e-75	224.0	COG5614@1|root,COG5614@2|Bacteria,2IQC3@201174|Actinobacteria,22QG3@1653|Corynebacteriaceae	201174|Actinobacteria	S	Phage head-tail joining protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_H_T_join
WP_193326970.1	883066.HMPREF9233_00607	5.77e-87	257.0	28PXU@1|root,2ZCHP@2|Bacteria,2IK1D@201174|Actinobacteria,4D5KJ@85005|Actinomycetales	201174|Actinobacteria	S	Bacteriophage HK97-gp10, putative tail-component	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326971.1	883066.HMPREF9233_00608	5.12e-73	219.0	29CFW@1|root,33Y3Q@2|Bacteria,2H56I@201174|Actinobacteria,4D7AA@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326972.1	883066.HMPREF9233_00609	5.31e-136	385.0	2DBFS@1|root,2Z904@2|Bacteria,2ID4Z@201174|Actinobacteria,4D3C3@85005|Actinomycetales	201174|Actinobacteria	S	phage major tail protein, phi13 family	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326973.1	662755.CRES_0875	1.58e-82	245.0	2AEGM@1|root,314BS@2|Bacteria,2I81E@201174|Actinobacteria,22QCQ@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326974.1	662755.CRES_0874	3.77e-36	122.0	2E66Z@1|root,31HSP@2|Bacteria,2HMBI@201174|Actinobacteria,22R6R@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326975.1	883066.HMPREF9233_00612	2.07e-295	845.0	COG3941@1|root,COG5412@1|root,COG3941@2|Bacteria,COG5412@2|Bacteria,2H75F@201174|Actinobacteria,4D48B@85005|Actinomycetales	201174|Actinobacteria	S	tape measure	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326976.1	662755.CRES_1572	1.58e-94	276.0	2CK55@1|root,33IEZ@2|Bacteria,2H1T8@201174|Actinobacteria,22QEP@1653|Corynebacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF1617)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1617
WP_193326978.1	191610.CATYP_00995	4.24e-169	476.0	COG3023@1|root,COG3023@2|Bacteria,2HESP@201174|Actinobacteria,22NCM@1653|Corynebacteriaceae	201174|Actinobacteria	V	Negative regulator of beta-lactamase expression	-	-	-	-	-	-	-	-	-	-	-	-	Amidase_2,CW_7
WP_193326984.1	1121020.JIAG01000005_gene2249	6.04e-52	167.0	COG0454@1|root,COG0454@2|Bacteria,2IM52@201174|Actinobacteria	201174|Actinobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
WP_193326985.1	1123065.ATWL01000004_gene2814	5.49e-126	373.0	COG2357@1|root,COG2357@2|Bacteria,2GKF8@201174|Actinobacteria	201174|Actinobacteria	Q	RelA SpoT domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF429,RelA_SpoT
WP_193326986.1	1193181.BN10_1650003	2.53e-22	95.1	COG5274@1|root,COG5274@2|Bacteria,2HUTH@201174|Actinobacteria,4FHNW@85021|Intrasporangiaceae	201174|Actinobacteria	CI	heme binding	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_193326988.1	883069.HMPREF9238_01534	1.46e-52	175.0	COG2227@1|root,COG2227@2|Bacteria,2H9ND@201174|Actinobacteria,4D80D@85005|Actinomycetales	201174|Actinobacteria	H	Tellurite resistance protein TehB	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_23,Methyltransf_25
WP_193326989.1	196164.23492938	1.58e-134	395.0	28MHV@1|root,2ZAUP@2|Bacteria,2IA17@201174|Actinobacteria,22Q35@1653|Corynebacteriaceae	201174|Actinobacteria	S	Tocopherol cyclase	-	-	-	-	-	-	-	-	-	-	-	-	Tocopherol_cycl
WP_193326990.1	1121020.JIAG01000002_gene820	1.29e-67	216.0	COG1651@1|root,COG1651@2|Bacteria,2IGR9@201174|Actinobacteria	201174|Actinobacteria	O	Protein-disulfide isomerase	-	-	-	-	-	-	-	-	-	-	-	-	Thioredoxin_4
WP_193326991.1	1121020.JIAG01000002_gene818	1.07e-99	309.0	COG1520@1|root,COG1520@2|Bacteria,2IGVH@201174|Actinobacteria	201174|Actinobacteria	S	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	-	-	-	-	-	-	-	-	-	-	-	-	PQQ_2
WP_193326992.1	1219581.HMPREF1628_06645	1.28e-62	199.0	COG1670@1|root,COG1670@2|Bacteria,2HKWT@201174|Actinobacteria,4D5Y2@85005|Actinomycetales	201174|Actinobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
WP_193326994.1	1121934.AUDX01000011_gene340	4.63e-99	291.0	COG0778@1|root,COG0778@2|Bacteria,2IPGB@201174|Actinobacteria,4FP3Y@85023|Microbacteriaceae	201174|Actinobacteria	C	Nitroreductase family	-	-	-	-	-	-	-	-	-	-	-	-	Nitroreductase
WP_193326995.1	1410634.JHVD01000026_gene1675	1.66e-27	104.0	COG3502@1|root,COG3502@2|Bacteria,2HZIJ@201174|Actinobacteria,4DSWU@85009|Propionibacteriales	201174|Actinobacteria	S	Protein of unknown function (DUF952)	-	-	-	-	-	-	-	-	-	-	-	-	DUF952
WP_193326996.1	1219581.HMPREF1628_02170	2.53e-32	119.0	COG1125@1|root,COG1125@2|Bacteria,2GJHI@201174|Actinobacteria,4D3IU@85005|Actinomycetales	201174|Actinobacteria	E	Psort location CytoplasmicMembrane, score	proV	-	-	ko:K05847	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	iNJ661.Rv3758c	ABC_tran
WP_193326997.1	883069.HMPREF9238_00914	1.11e-17	82.8	COG1174@1|root,COG1174@2|Bacteria,2GMU0@201174|Actinobacteria,4D437@85005|Actinomycetales	201174|Actinobacteria	P	ABC transporter permease	proW	-	-	ko:K05846	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	BPD_transp_1
WP_193326998.1	1120946.AUBF01000012_gene1211	1.99e-41	140.0	COG1970@1|root,COG1970@2|Bacteria,2IQDN@201174|Actinobacteria,4D609@85005|Actinomycetales	201174|Actinobacteria	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell	mscL	-	-	ko:K03282	-	-	-	-	ko00000,ko02000	1.A.22.1	-	-	MscL
WP_193326999.1	644284.Arch_1740	3.16e-100	295.0	COG0242@1|root,COG0242@2|Bacteria,2GJ87@201174|Actinobacteria,4D5FF@85005|Actinomycetales	201174|Actinobacteria	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0035601,GO:0036211,GO:0040007,GO:0042586,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0098732,GO:1901564	3.5.1.88	ko:K01462	-	-	-	-	ko00000,ko01000	-	-	-	Pep_deformylase
WP_193327000.1	1401064.HMPREF2129_08550	1.78e-69	217.0	COG1230@1|root,COG1230@2|Bacteria,2IKSP@201174|Actinobacteria,22RCP@1653|Corynebacteriaceae	201174|Actinobacteria	P	Cation efflux family	-	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux
WP_193327001.1	1064537.AGSO01000015_gene1019	2.86e-86	260.0	COG1182@1|root,COG1182@2|Bacteria	2|Bacteria	I	oxidoreductase activity, acting on other nitrogenous compounds as donors	azoR	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008081,GO:0008150,GO:0008152,GO:0008770,GO:0009987,GO:0016787,GO:0016788,GO:0019752,GO:0032787,GO:0042578,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0071704,GO:0140096	-	ko:K01118	-	-	-	-	ko00000,ko01000	-	-	-	Flavodoxin_2
WP_193327002.1	1122622.ATWJ01000001_gene2510	8.47e-47	157.0	COG3981@1|root,COG3981@2|Bacteria,2IGK9@201174|Actinobacteria,4FH12@85021|Intrasporangiaceae	201174|Actinobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_3
WP_193327003.1	710696.Intca_3399	1.39e-86	268.0	COG2116@1|root,COG2116@2|Bacteria,2I8DX@201174|Actinobacteria,4FFRN@85021|Intrasporangiaceae	201174|Actinobacteria	P	Formate/nitrite transporter	fnt	-	-	ko:K06212,ko:K21993	-	-	-	-	ko00000,ko02000	1.A.16.1.1,1.A.16.1.3,1.A.16.2	-	-	Form_Nir_trans
WP_193327005.1	644284.Arch_1456	2.06e-47	156.0	COG3296@1|root,COG3296@2|Bacteria,2IQSV@201174|Actinobacteria,4D6MK@85005|Actinomycetales	201174|Actinobacteria	S	Domain of unknown function (DUF4870)	-	-	-	ko:K09940	-	-	-	-	ko00000	-	-	-	DUF4870
WP_193327006.1	465515.Mlut_10040	2.61e-63	202.0	COG0243@1|root,COG0243@2|Bacteria,2GJ62@201174|Actinobacteria,1W9IG@1268|Micrococcaceae	201174|Actinobacteria	C	molybdopterin cofactor binding	-	-	-	-	-	-	-	-	-	-	-	-	MDMPI_C,MDMPI_N
WP_193327007.1	136273.GY22_07005	8.29e-34	117.0	COG0425@1|root,COG0425@2|Bacteria,2GRUF@201174|Actinobacteria,1WBVI@1268|Micrococcaceae	201174|Actinobacteria	O	Belongs to the sulfur carrier protein TusA family	-	-	-	-	-	-	-	-	-	-	-	-	TusA
WP_193327008.1	136273.GY22_07000	3.6e-143	416.0	COG2391@1|root,COG2391@2|Bacteria,2GNSI@201174|Actinobacteria,1W7IF@1268|Micrococcaceae	201174|Actinobacteria	O	Sulphur transport	-	-	-	ko:K07112	-	-	-	-	ko00000	-	-	-	Sulf_transp,TusA
WP_193327009.1	396014.BF93_11520	0.0	1003.0	COG2838@1|root,COG2838@2|Bacteria,2GJ1C@201174|Actinobacteria,4FC5W@85020|Dermabacteraceae	201174|Actinobacteria	C	Monomeric isocitrate dehydrogenase	icd	-	1.1.1.42	ko:K00031	ko00020,ko00480,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146	M00009,M00010,M00173,M00740	R00267,R00268,R01899	RC00001,RC00084,RC00114,RC00626,RC02801	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	IDH
WP_193327011.1	1219585.HMPREF1631_03485	1.52e-71	227.0	COG1073@1|root,COG1073@2|Bacteria	2|Bacteria	S	thiolester hydrolase activity	-	-	-	ko:K06889	-	-	-	-	ko00000	-	-	-	Abhydrolase_3,Abhydrolase_6
WP_193327012.1	1219585.HMPREF1631_03490	5.21e-175	503.0	COG1362@1|root,COG1362@2|Bacteria,2GKW4@201174|Actinobacteria,4D480@85005|Actinomycetales	201174|Actinobacteria	E	M18 family aminopeptidase	apeB	GO:0003674,GO:0003824,GO:0004177,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0034641,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0070006,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564	3.4.11.21	ko:K01267	-	-	-	-	ko00000,ko01000,ko01002,ko04131	-	-	-	Peptidase_M18
WP_193327013.1	644284.Arch_1447	6.33e-183	530.0	COG0318@1|root,COG0318@2|Bacteria,2GIUC@201174|Actinobacteria,4D354@85005|Actinomycetales	201174|Actinobacteria	IQ	AMP-binding enzyme	-	-	6.2.1.3	ko:K00666,ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding,AMP-binding_C
WP_193327015.1	644284.Arch_1445	2.32e-89	272.0	COG0321@1|root,COG0321@2|Bacteria,2GJIX@201174|Actinobacteria,4D454@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate	lipB	GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009249,GO:0009987,GO:0010467,GO:0018065,GO:0018193,GO:0018205,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051604,GO:0071704,GO:1901564	2.3.1.181	ko:K03801	ko00785,ko01100,map00785,map01100	-	R07766,R07769	RC00039,RC00992,RC02867	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB
WP_193327016.1	644284.Arch_1444	3.25e-166	473.0	COG0601@1|root,COG0601@2|Bacteria,2GJ2C@201174|Actinobacteria,4D4A0@85005|Actinomycetales	201174|Actinobacteria	P	ABC transporter permease	-	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
WP_193327017.1	644284.Arch_1442	0.0	1112.0	COG0444@1|root,COG4608@1|root,COG0444@2|Bacteria,COG4608@2|Bacteria,2GIXV@201174|Actinobacteria	201174|Actinobacteria	EP	Belongs to the ABC transporter superfamily	-	-	-	ko:K02031,ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
WP_193327018.1	644284.Arch_1441	4.8e-191	555.0	COG0747@1|root,COG0747@2|Bacteria,2GJ9N@201174|Actinobacteria,4D4G7@85005|Actinomycetales	201174|Actinobacteria	E	ABC transporter substrate-binding protein	oppA	GO:0003674,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0017038,GO:0022857,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0033036,GO:0033218,GO:0042277,GO:0042597,GO:0042886,GO:0042887,GO:0043167,GO:0043168,GO:0043295,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0048037,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072341,GO:1900750,GO:1901681,GO:1904680	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
WP_193327020.1	644284.Arch_1439	2.55e-265	744.0	COG1132@1|root,COG1132@2|Bacteria,2GJ8B@201174|Actinobacteria,4D4J3@85005|Actinomycetales	201174|Actinobacteria	V	ABC transporter, ATP-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	ABC_membrane,ABC_tran
WP_193327022.1	644284.Arch_1437	0.0	1054.0	COG1217@1|root,COG1217@2|Bacteria,2GJUJ@201174|Actinobacteria,4D32I@85005|Actinomycetales	201174|Actinobacteria	T	GTP-binding protein TypA	typA	-	-	ko:K06207	-	-	-	-	ko00000	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2
WP_193327024.1	649743.HMPREF0972_01756	2.37e-152	484.0	COG2720@1|root,COG2720@2|Bacteria,2GISH@201174|Actinobacteria,4D353@85005|Actinomycetales	201174|Actinobacteria	V	VanW-like protein	-	-	-	-	-	-	-	-	-	-	-	-	PG_binding_4,VanW
WP_193327025.1	1045009.AFXQ01000012_gene390	9.29e-71	213.0	COG1146@1|root,COG1146@2|Bacteria,2IKVN@201174|Actinobacteria,1W9H7@1268|Micrococcaceae	201174|Actinobacteria	C	4Fe-4S binding domain	fdxA	-	-	ko:K05524	-	-	-	-	ko00000	-	-	-	Fer4
WP_193327026.1	649743.HMPREF0972_01754	2.17e-171	490.0	COG0436@1|root,COG0436@2|Bacteria,2GJMI@201174|Actinobacteria,4D4HB@85005|Actinomycetales	201174|Actinobacteria	E	Aminotransferase	dapC	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2
WP_193327027.1	644284.Arch_1433	6.7e-264	729.0	COG0372@1|root,COG0372@2|Bacteria,2GJ7E@201174|Actinobacteria,4D45E@85005|Actinomycetales	201174|Actinobacteria	H	Belongs to the citrate synthase family	gltA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	2.3.3.1	ko:K01647	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00740	R00351	RC00004,RC00067	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Citrate_synt
WP_193327028.1	765123.HMPREF9621_00493	4.09e-202	608.0	COG4409@1|root,COG4409@2|Bacteria,2GUR0@201174|Actinobacteria	201174|Actinobacteria	G	BNR repeat-like domain	-	-	-	-	-	-	-	-	-	-	-	-	BNR_2,Big_2,DUF4091,Laminin_G_3
WP_193327029.1	644284.Arch_1432	1.44e-79	244.0	COG0424@1|root,COG0424@2|Bacteria,2GNI0@201174|Actinobacteria,4D4VG@85005|Actinomycetales	201174|Actinobacteria	D	Maf-like protein	maf	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	ko:K06287	-	-	-	-	ko00000	-	-	-	Maf,NUDIX
WP_193327030.1	644284.Arch_1431	1.82e-255	717.0	COG4805@1|root,COG4805@2|Bacteria,2GMUR@201174|Actinobacteria,4D3Z0@85005|Actinomycetales	201174|Actinobacteria	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF885
WP_193327032.1	644284.Arch_1429	4.74e-109	319.0	COG0745@1|root,COG0745@2|Bacteria,2GP1I@201174|Actinobacteria,4D3AC@85005|Actinomycetales	201174|Actinobacteria	K	Response regulator receiver domain protein	vicR	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
WP_193327033.1	644284.Arch_1428	3.54e-136	405.0	COG4191@1|root,COG4191@2|Bacteria,2I2J2@201174|Actinobacteria,4D39Y@85005|Actinomycetales	201174|Actinobacteria	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA
WP_193327034.1	1227261.HMPREF0043_01643	2.61e-70	216.0	COG2246@1|root,COG2246@2|Bacteria,2IFFV@201174|Actinobacteria,4D573@85005|Actinomycetales	201174|Actinobacteria	S	GtrA-like protein	-	-	-	-	-	-	-	-	-	-	-	-	GtrA
WP_193327035.1	644284.Arch_1427	4.92e-141	418.0	COG1316@1|root,COG3115@1|root,COG1316@2|Bacteria,COG3115@2|Bacteria,2GJJJ@201174|Actinobacteria,4D4FV@85005|Actinomycetales	201174|Actinobacteria	K	Cell envelope-like function transcriptional attenuator common domain protein	lytR2	-	-	-	-	-	-	-	-	-	-	-	LytR_cpsA_psr
WP_193327036.1	644284.Arch_1426	5.89e-108	329.0	COG1316@1|root,COG1316@2|Bacteria,2GJM3@201174|Actinobacteria,4D3RP@85005|Actinomycetales	201174|Actinobacteria	K	Cell envelope-like function transcriptional attenuator common domain protein	yvhJ	-	-	-	-	-	-	-	-	-	-	-	LytR_C,LytR_cpsA_psr
