#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_204424498.1	644284.Arch_0003	3.86e-232	647.0	COG1195@1|root,COG1195@2|Bacteria,2GJCS@201174|Actinobacteria,4D3CX@85005|Actinomycetales	201174|Actinobacteria	L	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP	recF	GO:0000731,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0071944,GO:0090304,GO:1901360,GO:1901362,GO:1901576	-	ko:K03629	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	SMC_N
WP_204424500.1	644284.Arch_0004	4.13e-111	323.0	COG5512@1|root,COG5512@2|Bacteria,2GNQ4@201174|Actinobacteria,4D59T@85005|Actinomycetales	201174|Actinobacteria	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF721
WP_204424501.1	644284.Arch_0006	0.0	1546.0	COG0188@1|root,COG0188@2|Bacteria,2GJ2Q@201174|Actinobacteria,4D3SR@85005|Actinomycetales	201174|Actinobacteria	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	gyrA	GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0008094,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0034335,GO:0042623,GO:0061505,GO:0140097	5.99.1.3	ko:K02469	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
WP_204424503.1	644284.Arch_0007	2.79e-71	217.0	COG3266@1|root,COG3266@2|Bacteria,2GKZP@201174|Actinobacteria,4D5N6@85005|Actinomycetales	201174|Actinobacteria	S	Transmembrane domain of unknown function (DUF3566)	-	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF3566
WP_204424506.1	471875.RUMLAC_01851	0.0	1242.0	COG3250@1|root,COG3250@2|Bacteria,1TPK7@1239|Firmicutes,247VE@186801|Clostridia,3WH2X@541000|Ruminococcaceae	186801|Clostridia	G	Belongs to the glycosyl hydrolase 2 family	-	-	3.2.1.23	ko:K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000	-	-	-	Big_3,Big_4,CBM_6,DUF4982,F5_F8_type_C,FIVAR,Glyco_hydro_2,Glyco_hydro_20b,Glyco_hydro_2_C,Glyco_hydro_2_N,NAGidase
WP_204424508.1	644284.Arch_0016	4.2e-88	264.0	COG0454@1|root,COG0454@2|Bacteria	2|Bacteria	K	-acetyltransferase	XK27_09675	-	-	ko:K07105	-	-	-	-	ko00000	-	-	-	Acetyltransf_1,Acetyltransf_10
WP_204424509.1	644284.Arch_0017	2.65e-78	242.0	COG1309@1|root,COG1309@2|Bacteria,2HKXM@201174|Actinobacteria,4D60F@85005|Actinomycetales	201174|Actinobacteria	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
WP_204424510.1	644284.Arch_0018	1.05e-267	781.0	COG1511@1|root,COG1511@2|Bacteria,2GKEM@201174|Actinobacteria,4D3YM@85005|Actinomycetales	201174|Actinobacteria	S	YhgE Pip domain protein	-	-	-	ko:K01421	-	-	-	-	ko00000	-	-	-	ABC2_membrane,ABC2_membrane_3,DUF3533
WP_204424512.1	644284.Arch_0322	2.05e-87	268.0	COG5492@1|root,COG5492@2|Bacteria,2H4V4@201174|Actinobacteria,4D7B2@85005|Actinomycetales	201174|Actinobacteria	N	CAMP factor (Cfa)	-	-	-	ko:K11045	-	-	-	-	ko00000,ko02042	-	-	-	CAMP_factor
WP_204424513.1	644284.Arch_0019	0.0	880.0	COG1620@1|root,COG1620@2|Bacteria,2GIUF@201174|Actinobacteria,4D3J1@85005|Actinomycetales	201174|Actinobacteria	C	L-lactate permease	lldP	-	-	ko:K03303	-	-	-	-	ko00000,ko02000	2.A.14	-	-	Lactate_perm
WP_204424514.1	644284.Arch_0020	1.09e-178	498.0	COG0247@1|root,COG0247@2|Bacteria,2GIVX@201174|Actinobacteria,4D44D@85005|Actinomycetales	201174|Actinobacteria	C	Cysteine-rich domain protein	lutA	-	-	ko:K18928	-	-	-	-	ko00000	-	-	-	CCG
WP_204424518.1	644284.Arch_0022	2.32e-130	372.0	COG1556@1|root,COG1556@2|Bacteria,2GNUJ@201174|Actinobacteria,4D3RI@85005|Actinomycetales	201174|Actinobacteria	S	LUD domain	lutC	-	-	ko:K00782	-	-	-	-	ko00000	-	-	-	LUD_dom
WP_204424520.1	644284.Arch_0025	1.96e-189	550.0	COG0737@1|root,COG0737@2|Bacteria,2GKC3@201174|Actinobacteria	201174|Actinobacteria	F	Belongs to the 5'-nucleotidase family	cpdB	-	3.1.3.5,3.1.3.6,3.1.4.16	ko:K01081,ko:K01119	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01562,R01569,R01664,R01877,R01968,R02088,R02102,R02148,R02323,R02370,R02719,R03346,R03537,R03538,R03929,R05135	RC00017,RC00078,RC00296	ko00000,ko00001,ko01000	-	-	-	5_nucleotid_C,Metallophos
WP_204424522.1	1120946.AUBF01000004_gene1472	2.34e-167	512.0	COG4409@1|root,COG4409@2|Bacteria,2I0CJ@201174|Actinobacteria,4D3JN@85005|Actinomycetales	201174|Actinobacteria	G	BNR Asp-box repeat	-	-	3.2.1.18	ko:K01186	ko00511,ko00600,ko04142,map00511,map00600,map04142	-	R04018	RC00028,RC00077	ko00000,ko00001,ko01000,ko02042	-	GH33	-	BNR_2,NPCBM_assoc
WP_204424524.1	644284.Arch_0028	0.0	988.0	COG1292@1|root,COG1292@2|Bacteria,2GJX0@201174|Actinobacteria,4D3ER@85005|Actinomycetales	201174|Actinobacteria	U	Belongs to the BCCT transporter (TC 2.A.15) family	betP	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K05020	-	-	-	-	ko00000,ko02000	2.A.15.1.1,2.A.15.1.11	-	-	BCCT
WP_204424525.1	644284.Arch_0029	6.78e-178	502.0	COG2962@1|root,COG2962@2|Bacteria,2GKCP@201174|Actinobacteria,4D4ZX@85005|Actinomycetales	201174|Actinobacteria	S	EamA-like transporter family	rarD	-	-	ko:K05786	-	-	-	-	ko00000,ko02000	2.A.7.7	-	-	EamA
WP_204424527.1	1381751.JAJB01000001_gene2887	6.8e-33	142.0	COG4932@1|root,COG4932@2|Bacteria,2GJU9@201174|Actinobacteria,4F9W4@85019|Brevibacteriaceae	201174|Actinobacteria	M	domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Gram_pos_anchor
WP_204424528.1	644284.Arch_0033	2.31e-244	676.0	COG3934@1|root,COG3934@2|Bacteria,2GNN6@201174|Actinobacteria,4D51N@85005|Actinomycetales	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	-	-	-	-	-	-	-	-	-	-	Cellulase
WP_204424529.1	644284.Arch_0034	0.0	1708.0	COG0383@1|root,COG0383@2|Bacteria,2GM02@201174|Actinobacteria,4D56F@85005|Actinomycetales	201174|Actinobacteria	G	Alpha mannosidase, middle domain	-	-	3.2.1.24	ko:K01191	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04131	-	GH38	-	Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C
WP_204424531.1	644284.Arch_0035	1.26e-199	558.0	COG1609@1|root,COG1609@2|Bacteria,2GJHF@201174|Actinobacteria,4D5B4@85005|Actinomycetales	201174|Actinobacteria	K	Periplasmic binding proteins and sugar binding domain of LacI family	-	-	-	-	-	-	-	-	-	-	-	-	LacI,Peripla_BP_3
WP_204424533.1	644284.Arch_0036	4.88e-159	453.0	COG0524@1|root,COG0524@2|Bacteria,2GYHF@201174|Actinobacteria,4D49H@85005|Actinomycetales	201174|Actinobacteria	G	Kinase, PfkB family	cscK	-	2.7.1.4	ko:K00847	ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100	-	R00760,R00867,R03920	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
WP_204424534.1	644284.Arch_0037	6.45e-271	745.0	COG2942@1|root,COG2942@2|Bacteria,2GMJ7@201174|Actinobacteria,4D3PB@85005|Actinomycetales	201174|Actinobacteria	G	N-acylglucosamine 2-epimerase	-	-	-	-	-	-	-	-	-	-	-	-	GlcNAc_2-epim
WP_204424538.1	1284679.HMPREF1626_09655	1.5e-61	200.0	COG0730@1|root,COG0730@2|Bacteria,2GK5W@201174|Actinobacteria,4D4BS@85005|Actinomycetales	201174|Actinobacteria	S	membrane transporter protein	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
WP_204424539.1	1123488.ATUF01000002_gene407	4.01e-229	637.0	COG0673@1|root,COG0673@2|Bacteria,2GK0F@201174|Actinobacteria,4D4JF@85005|Actinomycetales	201174|Actinobacteria	S	Oxidoreductase NAD-binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
WP_204424544.1	644284.Arch_0041	2.22e-197	548.0	COG1082@1|root,COG1082@2|Bacteria,2GJKJ@201174|Actinobacteria,4D48V@85005|Actinomycetales	201174|Actinobacteria	G	inosose dehydratase	-	-	4.2.1.44	ko:K03335	ko00562,ko01100,ko01120,map00562,map01100,map01120	-	R02782,R05659	RC00782,RC01448	ko00000,ko00001,ko01000	-	-	-	AP_endonuc_2
WP_204424545.1	644284.Arch_0042	1.49e-209	582.0	COG0673@1|root,COG0673@2|Bacteria,2GJCY@201174|Actinobacteria,4D3YZ@85005|Actinomycetales	201174|Actinobacteria	S	Oxidoreductase NAD-binding domain protein	idhA	-	1.1.1.18,1.1.1.369	ko:K00010	ko00521,ko00562,ko01100,ko01120,ko01130,map00521,map00562,map01100,map01120,map01130	-	R01183,R09951	RC00182	ko00000,ko00001,ko01000	-	-	-	GFO_IDH_MocA,GFO_IDH_MocA_C
WP_204424547.1	644284.Arch_0043	3.44e-226	627.0	COG0176@1|root,COG0176@2|Bacteria,2GMF9@201174|Actinobacteria,4D32V@85005|Actinomycetales	201174|Actinobacteria	H	Transaldolase	tal	-	2.2.1.2	ko:K00616	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01827	RC00439,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	TAL_FSA
WP_204424549.1	644284.Arch_0044	1.97e-147	419.0	COG2188@1|root,COG2188@2|Bacteria,2GJZ1@201174|Actinobacteria,4D3WF@85005|Actinomycetales	201174|Actinobacteria	K	UbiC transcription regulator-associated domain protein	-	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
WP_204424551.1	644284.Arch_0045	1.5e-198	554.0	COG0524@1|root,COG0524@2|Bacteria,2GM3N@201174|Actinobacteria,4D3VS@85005|Actinomycetales	201174|Actinobacteria	G	Kinase, PfkB family	iolC	-	2.7.1.92	ko:K03338	ko00562,ko01100,ko01120,map00562,map01100,map01120	-	R05661	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
WP_204424552.1	644284.Arch_0046	8.99e-147	420.0	COG1830@1|root,COG1830@2|Bacteria,2GKTN@201174|Actinobacteria,4D37R@85005|Actinomycetales	201174|Actinobacteria	G	deoxyribose-phosphate aldolase	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_204424554.1	644284.Arch_0047	2.29e-182	511.0	COG3718@1|root,COG3718@2|Bacteria,2GM8S@201174|Actinobacteria,4D3HH@85005|Actinomycetales	201174|Actinobacteria	G	KduI/IolB family	iolB	-	5.3.1.30	ko:K03337	ko00562,ko01100,ko01120,map00562,map01100,map01120	-	R08503	RC00541	ko00000,ko00001,ko01000	-	-	-	KduI
WP_204424556.1	644284.Arch_0048	0.0	1134.0	COG3962@1|root,COG3962@2|Bacteria,2GMCJ@201174|Actinobacteria,4D3QX@85005|Actinomycetales	201174|Actinobacteria	E	Belongs to the TPP enzyme family	iolD	-	3.7.1.22	ko:K03336	ko00562,ko01100,ko01120,map00562,map01100,map01120	-	R08603	RC02331	ko00000,ko00001,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
WP_204424557.1	644284.Arch_0050	0.0	890.0	COG5476@1|root,COG5476@2|Bacteria,2GMKS@201174|Actinobacteria,4D4W7@85005|Actinomycetales	201174|Actinobacteria	S	MlrC domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF1485,MlrC_C
WP_204424561.1	644284.Arch_0052	0.0	1082.0	COG0747@1|root,COG0747@2|Bacteria,2GZTR@201174|Actinobacteria,4D4HJ@85005|Actinomycetales	201174|Actinobacteria	E	ABC transporter, substrate-binding protein, family 5	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
WP_204424563.1	644284.Arch_0053	2.76e-203	565.0	COG0601@1|root,COG0601@2|Bacteria,2GK0Z@201174|Actinobacteria,4D3CZ@85005|Actinomycetales	201174|Actinobacteria	P	ABC transporter permease	-	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
WP_204424564.1	644284.Arch_0054	4.86e-178	499.0	COG1173@1|root,COG1173@2|Bacteria,2GJ9E@201174|Actinobacteria,4D3TE@85005|Actinomycetales	201174|Actinobacteria	P	ABC transporter, permease protein	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
WP_204424566.1	644284.Arch_0055	0.0	1141.0	COG1123@1|root,COG4172@2|Bacteria,2H3HY@201174|Actinobacteria,4D3J0@85005|Actinomycetales	201174|Actinobacteria	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02031,ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
WP_204424569.1	644284.Arch_0056	3.34e-139	402.0	COG1940@1|root,COG1940@2|Bacteria,2GJCQ@201174|Actinobacteria,4D44C@85005|Actinomycetales	201174|Actinobacteria	GK	ROK family	glk	-	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
WP_204424571.1	644284.Arch_0057	2.95e-239	665.0	COG3669@1|root,COG3669@2|Bacteria,2HUEI@201174|Actinobacteria,4D4A4@85005|Actinomycetales	201174|Actinobacteria	G	Alpha-L-fucosidase	-	-	3.2.1.51	ko:K01206	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04147	-	GH29	-	Alpha_L_fucos,Fucosidase_C
WP_204424572.1	644284.Arch_0058	1.25e-96	287.0	COG3142@1|root,COG3142@2|Bacteria,2GKI8@201174|Actinobacteria	201174|Actinobacteria	P	Participates in the control of copper homeostasis	cutC	-	-	ko:K06201	-	-	-	-	ko00000	-	-	-	CutC
WP_204424576.1	644284.Arch_0061	2.16e-273	755.0	COG2271@1|root,COG2271@2|Bacteria,2IEJP@201174|Actinobacteria,4D3KW@85005|Actinomycetales	201174|Actinobacteria	G	Transporter	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_204424578.1	644284.Arch_0067	2.96e-242	665.0	COG1088@1|root,COG1088@2|Bacteria,2GNDU@201174|Actinobacteria,4D38F@85005|Actinomycetales	201174|Actinobacteria	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily	rfbB	-	4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000	-	-	-	GDP_Man_Dehyd
WP_204424580.1	644284.Arch_0068	2.03e-220	616.0	COG1134@1|root,COG1134@2|Bacteria,2GIVF@201174|Actinobacteria,4D3DP@85005|Actinomycetales	201174|Actinobacteria	GM	ABC transporter, ATP-binding protein	rfbB2	-	3.6.3.40	ko:K01990,ko:K09691,ko:K09693	ko02010,map02010	M00250,M00251,M00254	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1,3.A.1.103,3.A.1.104	-	-	ABC_tran,Wzt_C
WP_204424584.1	644284.Arch_0071	0.0	1116.0	COG0438@1|root,COG1216@1|root,COG0438@2|Bacteria,COG1216@2|Bacteria,2GK2D@201174|Actinobacteria,4D3V4@85005|Actinomycetales	201174|Actinobacteria	M	Glycosyltransferase, group 2 family protein	-	-	-	ko:K07011	-	-	-	-	ko00000	-	-	-	Glyco_tranf_2_3,Glyco_trans_1_4,Glycos_transf_1,Glycos_transf_2
WP_204424586.1	644284.Arch_0077	3.44e-148	441.0	2E19N@1|root,32WPX@2|Bacteria,2IF2A@201174|Actinobacteria,4D3NJ@85005|Actinomycetales	201174|Actinobacteria	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF2142
WP_204424587.1	644284.Arch_0085	1.15e-162	471.0	COG2244@1|root,COG2244@2|Bacteria,2IQVD@201174|Actinobacteria,4D3TB@85005|Actinomycetales	201174|Actinobacteria	S	Polysaccharide biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_synt
WP_204424590.1	644284.Arch_0081	8.68e-147	420.0	COG3475@1|root,COG3475@2|Bacteria,2GTF2@201174|Actinobacteria,4D7ZA@85005|Actinomycetales	201174|Actinobacteria	M	LICD family	-	-	-	ko:K07271	-	-	-	-	ko00000,ko01000	-	-	-	LicD
WP_204424591.1	644284.Arch_0083	0.0	896.0	COG0510@1|root,COG1846@1|root,COG4750@1|root,COG0510@2|Bacteria,COG1846@2|Bacteria,COG4750@2|Bacteria,2ICTQ@201174|Actinobacteria,4D3MA@85005|Actinomycetales	201174|Actinobacteria	KM	Choline/ethanolamine kinase	-	-	-	-	-	-	-	-	-	-	-	-	APH,Choline_kinase,HTH_24,MarR_2,NTP_transf_3
WP_204424594.1	644284.Arch_0073	6.33e-34	122.0	COG2456@1|root,COG2456@2|Bacteria	2|Bacteria	M	Psort location CytoplasmicMembrane, score	-	-	-	ko:K09153	-	-	-	-	ko00000	-	-	-	DUF2304
WP_204424596.1	644284.Arch_0084	9.28e-165	472.0	COG0438@1|root,COG0438@2|Bacteria,2GZCD@201174|Actinobacteria,4D39M@85005|Actinomycetales	201174|Actinobacteria	M	Glycosyltransferase, group 1 family protein	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1
WP_204424599.1	653386.HMPREF0975_02010	1.02e-148	445.0	COG0791@1|root,COG3409@1|root,COG5263@1|root,COG0791@2|Bacteria,COG3409@2|Bacteria,COG5263@2|Bacteria,2IKH5@201174|Actinobacteria,4D3PW@85005|Actinomycetales	201174|Actinobacteria	M	Peptidoglycan binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	CW_binding_1,CW_binding_2,NLPC_P60,PG_binding_1
WP_204424600.1	644284.Arch_0086	6.58e-174	488.0	COG1091@1|root,COG1091@2|Bacteria,2GNY8@201174|Actinobacteria,4D467@85005|Actinomycetales	201174|Actinobacteria	M	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose	rmlD	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008831,GO:0009058,GO:0009059,GO:0009225,GO:0009226,GO:0009987,GO:0016051,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019305,GO:0019438,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0045226,GO:0046379,GO:0046383,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901576	1.1.1.133	ko:K00067	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R02777	RC00182	ko00000,ko00001,ko00002,ko01000	-	-	-	RmlD_sub_bind,dTDP_sugar_isom
WP_204424601.1	644284.Arch_0089	3.25e-129	369.0	COG1898@1|root,COG1898@2|Bacteria,2I5HZ@201174|Actinobacteria,4D483@85005|Actinomycetales	201174|Actinobacteria	M	dTDP-4-dehydrorhamnose 3,5-epimerase	-	-	5.1.3.13	ko:K01790	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R06514	RC01531	ko00000,ko00001,ko00002,ko01000	-	-	-	dTDP_sugar_isom
WP_204424603.1	644284.Arch_0092	1.28e-140	404.0	COG1216@1|root,COG1216@2|Bacteria,2I0PW@201174|Actinobacteria,4D51P@85005|Actinomycetales	201174|Actinobacteria	S	Glycosyl transferase family 2	-	-	-	ko:K12990	ko02024,ko02025,map02024,map02025	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01005	-	GT2	-	Glycos_transf_2
WP_204424604.1	644284.Arch_0093	7.21e-203	562.0	COG1209@1|root,COG1209@2|Bacteria,2GP20@201174|Actinobacteria,4D4GR@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis	rfbA	-	2.7.7.24	ko:K00973	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130	M00793	R02328	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	NTP_transferase
WP_204424605.1	644284.Arch_0095	8.43e-34	131.0	2DD1M@1|root,2ZG5Q@2|Bacteria,2GY83@201174|Actinobacteria,4D4W4@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_204424606.1	644284.Arch_0096	4.43e-112	323.0	COG0652@1|root,COG0652@2|Bacteria,2IFUE@201174|Actinobacteria,4D4S3@85005|Actinomycetales	201174|Actinobacteria	G	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	ppiA	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030312,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0071704,GO:0071944,GO:0140096,GO:1901564	5.2.1.8	ko:K03767,ko:K03768	ko01503,ko04217,map01503,map04217	-	-	-	ko00000,ko00001,ko01000,ko03110,ko04147	-	-	-	Pro_isomerase
WP_204424607.1	644284.Arch_0097	5.8e-91	271.0	COG0705@1|root,COG0705@2|Bacteria,2GJYG@201174|Actinobacteria,4D45M@85005|Actinomycetales	201174|Actinobacteria	S	Peptidase, S54 family	gluP	-	3.4.21.105	ko:K19225	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Rhomboid,zf-B_box
WP_204424608.1	644284.Arch_0098	2.69e-52	165.0	2E4NY@1|root,32ZHR@2|Bacteria,2HZN6@201174|Actinobacteria,4D5ZM@85005|Actinomycetales	201174|Actinobacteria	D	Involved in cell division	crgA	-	-	-	-	-	-	-	-	-	-	-	CrgA
WP_204424609.1	644284.Arch_0099	6.09e-155	442.0	COG3764@1|root,COG3764@2|Bacteria,2GKT6@201174|Actinobacteria,4D30V@85005|Actinomycetales	201174|Actinobacteria	M	sortase family	srtB	-	3.4.22.70	ko:K07284	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	Sortase
WP_204424610.1	644284.Arch_0102	1.57e-307	855.0	COG0515@1|root,COG2815@1|root,COG0515@2|Bacteria,COG2815@2|Bacteria,2GJ1J@201174|Actinobacteria,4D3B2@85005|Actinomycetales	201174|Actinobacteria	KLT	serine threonine protein kinase	pknB	GO:0000270,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005623,GO:0006022,GO:0006023,GO:0006024,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008047,GO:0008150,GO:0008152,GO:0008360,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009605,GO:0009607,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0010698,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019216,GO:0019217,GO:0019222,GO:0019538,GO:0022603,GO:0022604,GO:0030145,GO:0030203,GO:0030234,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032091,GO:0034645,GO:0036211,GO:0040007,GO:0042304,GO:0042546,GO:0042802,GO:0043085,GO:0043086,GO:0043167,GO:0043169,GO:0043170,GO:0043207,GO:0043388,GO:0043393,GO:0043412,GO:0044036,GO:0044038,GO:0044085,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044403,GO:0044419,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046777,GO:0046872,GO:0046890,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051055,GO:0051098,GO:0051099,GO:0051100,GO:0051101,GO:0051128,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0075136,GO:0080090,GO:0098772,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	PASTA,Pkinase
