#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_049620001.1	883066.HMPREF9233_00394	5.17e-152	434.0	COG0083@1|root,COG0083@2|Bacteria,2GKIW@201174|Actinobacteria,4D4TH@85005|Actinomycetales	201174|Actinobacteria	E	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004413,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006555,GO:0006566,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009088,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019202,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.1.39	ko:K00872	ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230	M00018	R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
WP_049620002.1	883066.HMPREF9233_00392	2.09e-45	146.0	COG0254@1|root,COG0254@2|Bacteria,2IQ4I@201174|Actinobacteria,4D65S@85005|Actinomycetales	201174|Actinobacteria	J	Binds the 23S rRNA	rpmE	GO:0008150,GO:0040007	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
WP_049620003.1	883066.HMPREF9233_00389	4.97e-98	291.0	COG0009@1|root,COG0009@2|Bacteria,2GK2X@201174|Actinobacteria,4D3PC@85005|Actinomycetales	201174|Actinobacteria	J	Belongs to the SUA5 family	-	-	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	Sua5_yciO_yrdC
WP_049620004.1	883066.HMPREF9233_00388	3.94e-202	568.0	COG0472@1|root,COG0472@2|Bacteria,2GIT7@201174|Actinobacteria,4D429@85005|Actinomycetales	201174|Actinobacteria	M	Glycosyltransferase, group 4 family	rfe	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016043,GO:0016740,GO:0016772,GO:0016780,GO:0030145,GO:0034645,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0045229,GO:0046872,GO:0046914,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:1901576	2.7.8.33,2.7.8.35	ko:K02851	-	-	R08856	RC00002	ko00000,ko01000,ko01003,ko01005	-	-	-	Glycos_transf_4
WP_049620007.1	883066.HMPREF9233_00465	1.27e-121	356.0	COG0414@1|root,COG0414@2|Bacteria,2GJEQ@201174|Actinobacteria,4D4AQ@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate	panC	GO:0003674,GO:0003824,GO:0004592,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006573,GO:0006575,GO:0006732,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009081,GO:0009108,GO:0009110,GO:0009987,GO:0015939,GO:0015940,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0019752,GO:0032787,GO:0033317,GO:0034641,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605	6.3.2.1	ko:K01918	ko00410,ko00770,ko01100,ko01110,map00410,map00770,map01100,map01110	M00119	R02473	RC00096,RC00141	ko00000,ko00001,ko00002,ko01000	-	-	-	Pantoate_ligase
WP_049620008.1	883066.HMPREF9233_00464	1.91e-66	205.0	COG0853@1|root,COG0853@2|Bacteria,2IHTC@201174|Actinobacteria,4D5SI@85005|Actinomycetales	201174|Actinobacteria	H	Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine	panD	GO:0003674,GO:0003824,GO:0004068,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006522,GO:0006523,GO:0006575,GO:0006732,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009078,GO:0009079,GO:0009108,GO:0009110,GO:0009987,GO:0015939,GO:0015940,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0030312,GO:0032787,GO:0034641,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.1.1.11	ko:K01579	ko00410,ko00770,ko01100,ko01110,map00410,map00770,map01100,map01110	M00119	R00489	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Asp_decarbox
WP_049620014.1	883066.HMPREF9233_00391	1.97e-229	635.0	COG0216@1|root,COG0216@2|Bacteria,2GJWG@201174|Actinobacteria,4D392@85005|Actinomycetales	201174|Actinobacteria	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	GO:0008150,GO:0040007	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
WP_049620016.1	585530.HMPREF0183_2218	4.98e-77	240.0	COG1028@1|root,COG1028@2|Bacteria,2GJIH@201174|Actinobacteria,4F88M@85019|Brevibacteriaceae	201174|Actinobacteria	IQ	Enoyl-(Acyl carrier protein) reductase	xecD	-	1.1.1.30	ko:K00019	ko00072,ko00650,ko01100,map00072,map00650,map01100	M00088	R01361	RC00117	ko00000,ko00001,ko00002,ko01000	-	-	-	adh_short_C2
WP_049620018.1	1136417.AZWE01000078_gene256	1.34e-61	201.0	COG1131@1|root,COG1131@2|Bacteria,2GNQJ@201174|Actinobacteria,4DHVP@85008|Micromonosporales	201174|Actinobacteria	V	ATPases associated with a variety of cellular activities	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
WP_049620021.1	883066.HMPREF9233_00959	2.91e-152	438.0	COG0008@1|root,COG0008@2|Bacteria,2GKMT@201174|Actinobacteria,4D361@85005|Actinomycetales	201174|Actinobacteria	J	Belongs to the class-I aminoacyl-tRNA synthetase family	gluQ	-	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
WP_049620022.1	883066.HMPREF9233_00957	4.77e-203	577.0	COG3579@1|root,COG3579@2|Bacteria,2GNYU@201174|Actinobacteria,4D39T@85005|Actinomycetales	201174|Actinobacteria	E	Peptidase C1-like family	pepC2	-	3.4.22.40	ko:K01372	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C1_2
WP_049620025.1	883066.HMPREF9233_00484	9.34e-74	225.0	COG0789@1|root,COG0789@2|Bacteria,2IQJ4@201174|Actinobacteria,4D563@85005|Actinomycetales	201174|Actinobacteria	K	transcriptional regulator (MerR family)	hspR	GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K13640	-	-	-	-	ko00000,ko03000	-	-	-	MerR_1
WP_049620026.1	883066.HMPREF9233_00488	0.0	1073.0	COG0443@1|root,COG0443@2|Bacteria,2GJTY@201174|Actinobacteria,4D34X@85005|Actinomycetales	201174|Actinobacteria	O	Heat shock 70 kDa protein	dnaK	GO:0000302,GO:0000303,GO:0000305,GO:0001968,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009893,GO:0009987,GO:0010035,GO:0010038,GO:0010468,GO:0010604,GO:0010628,GO:0010755,GO:0010756,GO:0010954,GO:0016020,GO:0016310,GO:0019222,GO:0019538,GO:0019899,GO:0030112,GO:0030162,GO:0030312,GO:0030313,GO:0031323,GO:0031325,GO:0031975,GO:0031982,GO:0032268,GO:0032270,GO:0033554,GO:0034599,GO:0034614,GO:0035375,GO:0036211,GO:0040007,GO:0042221,GO:0042603,GO:0043170,GO:0043226,GO:0043227,GO:0043230,GO:0043388,GO:0043412,GO:0044044,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044403,GO:0044419,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045862,GO:0046677,GO:0046688,GO:0046777,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051098,GO:0051099,GO:0051101,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051701,GO:0051704,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070613,GO:0070887,GO:0071450,GO:0071451,GO:0071704,GO:0071944,GO:0080090,GO:0097691,GO:1901564,GO:1901700,GO:1901701,GO:1903317,GO:1903319,GO:1903561,GO:2000677,GO:2000679	-	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1	-	-	HSP70
WP_049620027.1	1125718.HMPREF1318_2625	8.72e-60	191.0	2DMWY@1|root,32U6G@2|Bacteria,2HGUV@201174|Actinobacteria,4D7MV@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_049620029.1	883066.HMPREF9233_00489	9.09e-149	427.0	COG1940@1|root,COG1940@2|Bacteria,2GJCQ@201174|Actinobacteria,4D44C@85005|Actinomycetales	201174|Actinobacteria	GK	ROK family	glkA	GO:0003674,GO:0003824,GO:0004340,GO:0004396,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0019637,GO:0044237,GO:0044238,GO:0044262,GO:0044424,GO:0044464,GO:0046835,GO:0051156,GO:0071704,GO:1901135	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
WP_049620031.1	883066.HMPREF9233_00492	8.19e-51	167.0	2CAW2@1|root,32RS7@2|Bacteria,2IB15@201174|Actinobacteria,4D3N2@85005|Actinomycetales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_049620032.1	883066.HMPREF9233_00493	3.15e-295	808.0	COG1085@1|root,COG1085@2|Bacteria,2IA73@201174|Actinobacteria,4D336@85005|Actinomycetales	201174|Actinobacteria	C	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF4921
WP_049620033.1	1121934.AUDX01000031_gene1253	1.33e-114	340.0	COG0667@1|root,COG0667@2|Bacteria,2GMNA@201174|Actinobacteria,4FMM8@85023|Microbacteriaceae	201174|Actinobacteria	C	Aldo/keto reductase family	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
WP_049620034.1	883066.HMPREF9233_00495	1.86e-136	394.0	COG0454@1|root,COG0456@2|Bacteria	2|Bacteria	K	acetyltransferase	yycN	-	2.3.1.128	ko:K03789	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1
WP_049620035.1	883066.HMPREF9233_00496	1.18e-99	295.0	COG3842@1|root,COG3842@2|Bacteria,2GJCM@201174|Actinobacteria,4D38M@85005|Actinomycetales	201174|Actinobacteria	E	ABC transporter, ATP-binding protein	fbpC	-	-	ko:K02052,ko:K02062	ko02010,ko02024,map02010,map02024	M00191,M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11,3.A.1.19	-	-	ABC_tran,TOBE_2
WP_049620038.1	883066.HMPREF9233_00500	2.09e-53	170.0	COG1320@1|root,COG1320@2|Bacteria,2IQXD@201174|Actinobacteria,4D6N2@85005|Actinomycetales	201174|Actinobacteria	P	Na+/H+ antiporter subunit	mrpG	-	-	ko:K05571	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	PhaG_MnhG_YufB
WP_049620039.1	883066.HMPREF9233_00501	5.71e-27	108.0	COG2212@1|root,COG2212@2|Bacteria,2HMCG@201174|Actinobacteria,4D6SH@85005|Actinomycetales	201174|Actinobacteria	P	Multiple resistance and pH regulation protein F (MrpF / PhaF)	-	-	-	-	-	-	-	-	-	-	-	-	MrpF_PhaF
WP_049620040.1	883066.HMPREF9233_00502	1.44e-119	345.0	COG1863@1|root,COG1863@2|Bacteria,2IQD6@201174|Actinobacteria,4D6GH@85005|Actinomycetales	201174|Actinobacteria	P	Na+/H+ ion antiporter subunit	mrpE	-	-	ko:K05569	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	MNHE
WP_049620041.1	883066.HMPREF9233_00504	7.15e-101	295.0	COG1006@1|root,COG1006@2|Bacteria,2ISBC@201174|Actinobacteria,4D68B@85005|Actinomycetales	201174|Actinobacteria	P	Monovalent cation H antiporter subunit C	mrpC	-	-	ko:K05567	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	Oxidored_q2
WP_049620042.1	883066.HMPREF9233_00506	3.69e-125	358.0	COG0717@1|root,COG0717@2|Bacteria,2GKQQ@201174|Actinobacteria,4D3KA@85005|Actinomycetales	201174|Actinobacteria	F	Belongs to the dCTP deaminase family	dcd	GO:0003674,GO:0003824,GO:0004170,GO:0016462,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0019239,GO:0033973,GO:0047429	3.5.4.13	ko:K01494	ko00240,ko01100,map00240,map01100	M00053	R00568,R02325	RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	DCD
WP_049620043.1	306537.jk0336	8.59e-13	67.4	COG1196@1|root,COG1196@2|Bacteria	2|Bacteria	D	nuclear chromosome segregation	bztC	-	-	ko:K09971,ko:K21449	ko02010,map02010	M00232	-	-	ko00000,ko00001,ko00002,ko02000	1.B.40.2,3.A.1.3.18,3.A.1.3.7,3.A.1.3.8	-	-	-
WP_049620048.1	536233.CLO_2471	1.22e-10	70.1	2DB72@1|root,2Z7JI@2|Bacteria,1UR4B@1239|Firmicutes,24JEJ@186801|Clostridia,36FS7@31979|Clostridiaceae	186801|Clostridia	S	Putative amidase domain	-	-	-	-	-	-	-	-	-	-	-	-	Amidase_6
WP_049620050.1	1203622.HMPREF1290_00505	3.04e-54	172.0	COG0847@1|root,COG0847@2|Bacteria,2IRF3@201174|Actinobacteria,22NJE@1653|Corynebacteriaceae	201174|Actinobacteria	L	CRISPR-associated protein (Cas_Cas2CT1978)	cas2	-	-	ko:K09951	-	-	-	-	ko00000,ko02048	-	-	-	Cas_Cas2CT1978
WP_049620052.1	698964.CDPW8_0035	2.76e-99	294.0	2DKU6@1|root,30BEK@2|Bacteria,2GNNP@201174|Actinobacteria,22MGE@1653|Corynebacteriaceae	201174|Actinobacteria	S	CRISPR_assoc	casE	-	-	ko:K19126	-	-	-	-	ko00000,ko02048	-	-	-	CRISPR_assoc
WP_049620053.1	698964.CDPW8_0034	1.39e-119	347.0	2DBXF@1|root,2ZBPB@2|Bacteria,2IHYA@201174|Actinobacteria,22KNU@1653|Corynebacteriaceae	201174|Actinobacteria	S	CRISPR-associated protein (Cas_Cas5)	casD	-	-	ko:K19125	-	-	-	-	ko00000,ko02048	-	-	-	Cas_Cas5d
WP_049620054.1	698964.CDPW8_0033	1.41e-179	510.0	COG1857@1|root,COG1857@2|Bacteria,2GJ3A@201174|Actinobacteria,22K47@1653|Corynebacteriaceae	201174|Actinobacteria	L	CT1975-like protein	casC	-	-	ko:K19124	-	-	-	-	ko00000,ko02048	-	-	-	Cas_CT1975
WP_049620055.1	585198.HMPREF0574_1669	3.99e-248	699.0	COG1203@1|root,COG1203@2|Bacteria,2GW3D@201174|Actinobacteria,4D7Z9@85005|Actinomycetales	201174|Actinobacteria	L	CRISPR system CASCADE complex protein CasA	casA	-	-	ko:K19123	-	-	-	-	ko00000,ko02048	-	-	-	CRISPR_Cse1
WP_049620056.1	585198.HMPREF0574_1670	0.0	1105.0	COG1203@1|root,COG1203@2|Bacteria,2GMM0@201174|Actinobacteria,4D3ZX@85005|Actinomycetales	201174|Actinobacteria	L	CRISPR-associated helicase cas3	cas3	-	-	ko:K07012,ko:K19123	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	CRISPR_Cse1,DEAD,Helicase_C
WP_049620057.1	548477.HMPREF0294_1614	4.5e-279	770.0	2DUT1@1|root,33S41@2|Bacteria,2IT1G@201174|Actinobacteria,22M0M@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_049620063.1	883066.HMPREF9233_00486	2.59e-169	481.0	COG0484@1|root,COG0484@2|Bacteria,2GJKK@201174|Actinobacteria,4D3TZ@85005|Actinomycetales	201174|Actinobacteria	O	DnaJ domain protein	dnaJ	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0010468,GO:0016020,GO:0019222,GO:0030312,GO:0040007,GO:0043388,GO:0044093,GO:0044464,GO:0050789,GO:0051098,GO:0051099,GO:0051101,GO:0060255,GO:0065007,GO:0065009,GO:0071944,GO:2000677,GO:2000679	-	ko:K03686,ko:K05516	-	-	-	-	ko00000,ko03029,ko03036,ko03110	-	-	-	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
WP_049620067.1	883066.HMPREF9233_00499	1.12e-29	107.0	2DR0Y@1|root,339QH@2|Bacteria,2GWIF@201174|Actinobacteria	201174|Actinobacteria	S	Protein of unknown function (DUF4235)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4235
WP_049620075.1	883066.HMPREF9233_00014	1.67e-112	324.0	COG0503@1|root,COG0503@2|Bacteria,2IM7C@201174|Actinobacteria,4D3XC@85005|Actinomycetales	201174|Actinobacteria	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis	apt	GO:0003674,GO:0003824,GO:0003999,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006144,GO:0006168,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034641,GO:0034654,GO:0042440,GO:0043094,GO:0043096,GO:0043101,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044464,GO:0046083,GO:0046084,GO:0046112,GO:0046148,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100	-	R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147	-	-	-	Pribosyltran
WP_049620076.1	883066.HMPREF9233_00015	1.06e-202	568.0	COG0341@1|root,COG0341@2|Bacteria,2GJRS@201174|Actinobacteria,4D415@85005|Actinomycetales	201174|Actinobacteria	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secF	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944	-	ko:K03072,ko:K03074	ko03060,ko03070,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	SecD_SecF,Sec_GG
WP_049620078.1	883066.HMPREF9233_00018	1.39e-217	603.0	COG2255@1|root,COG2255@2|Bacteria,2GJZF@201174|Actinobacteria,4D3UZ@85005|Actinomycetales	201174|Actinobacteria	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0050896,GO:0051716,GO:0071496	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
WP_049620079.1	883066.HMPREF9233_00020	3.15e-121	349.0	COG0817@1|root,COG0817@2|Bacteria,2GJI5@201174|Actinobacteria,4D4JU@85005|Actinomycetales	201174|Actinobacteria	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group	ruvC	GO:0000725,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008821,GO:0009058,GO:0009059,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0031297,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045005,GO:0046483,GO:0048476,GO:0050896,GO:0051716,GO:0071704,GO:0071932,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901576	3.1.22.4	ko:K01159	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvC
WP_049620080.1	883066.HMPREF9233_00021	2.22e-156	441.0	COG0217@1|root,COG0217@2|Bacteria,2GJ4G@201174|Actinobacteria,4D31X@85005|Actinomycetales	201174|Actinobacteria	K	Transcriptional regulatory protein	yebC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	Transcrip_reg
WP_049620081.1	883066.HMPREF9233_00022	2.12e-57	186.0	COG1051@1|root,COG1051@2|Bacteria,2I2K3@201174|Actinobacteria,4D879@85005|Actinomycetales	201174|Actinobacteria	F	Belongs to the Nudix hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
WP_049620082.1	883066.HMPREF9233_00023	6.46e-72	223.0	COG1704@1|root,COG1704@2|Bacteria,2I676@201174|Actinobacteria,4D3DJ@85005|Actinomycetales	201174|Actinobacteria	S	LemA family	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_049620083.1	883066.HMPREF9233_00024	9.12e-211	589.0	COG0438@1|root,COG0438@2|Bacteria,2GKQ8@201174|Actinobacteria,4D3G5@85005|Actinomycetales	201174|Actinobacteria	M	Glycosyltransferase, group 1 family protein	pimA	GO:0000026,GO:0000030,GO:0000287,GO:0003674,GO:0003824,GO:0004376,GO:0004377,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009247,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016758,GO:0019637,GO:0043167,GO:0043169,GO:0043750,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0046467,GO:0046486,GO:0046488,GO:0046872,GO:0070085,GO:0071704,GO:0071944,GO:0097502,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.4.1.345	ko:K08256	-	-	R11702	-	ko00000,ko01000,ko01003	-	GT4	-	Glyco_trans_1_4,Glyco_transf_4
WP_049620084.1	883066.HMPREF9233_00027	0.0	1188.0	COG0441@1|root,COG0441@2|Bacteria,2GKTC@201174|Actinobacteria,4D3N5@85005|Actinomycetales	201174|Actinobacteria	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	thrS	GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.3	ko:K01868	ko00970,map00970	M00359,M00360	R03663	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_2b,tRNA_SAD
WP_049620086.1	883066.HMPREF9233_00029	3.33e-78	235.0	COG0783@1|root,COG0783@2|Bacteria,2IFDP@201174|Actinobacteria,4D5R8@85005|Actinomycetales	201174|Actinobacteria	P	Belongs to the Dps family	dps	-	-	ko:K04047	-	-	-	-	ko00000,ko03036	-	-	-	Ferritin
