# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	59389	59949	-	WP_049619620.1	WP_049619620.1		NAD(P)H-dependent oxidoreductase			ACU19_RS04970	561	186	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	60325	61761	-							ACU19_RS04975	1437		old_locus_tag=ACU19_05020
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	60325	61761	-	WP_049619621.1	WP_049619621.1		hypothetical protein			ACU19_RS04975	1437	478	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	61758	62522	-							ACU19_RS04980	765		old_locus_tag=ACU19_05025
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	61758	62522	-	WP_082160037.1	WP_082160037.1		ABC transporter ATP-binding protein			ACU19_RS04980	765	254	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	62853	63728	+							ACU19_RS04985	876		old_locus_tag=ACU19_05030
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	62853	63728	+	WP_197077814.1	WP_197077814.1		histidine kinase			ACU19_RS04985	876	291	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	63796	64509	+							ACU19_RS04990	714		old_locus_tag=ACU19_05035
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	63796	64509	+	WP_049619622.1	WP_049619622.1		response regulator transcription factor			ACU19_RS04990	714	237	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	64592	67738	+							ACU19_RS04995	3147		old_locus_tag=ACU19_05040
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	64592	67738	+	WP_053093614.1	WP_053093614.1		hypothetical protein			ACU19_RS04995	3147	1048	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	67722	68213	-							ACU19_RS05000	492		old_locus_tag=ACU19_05045
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	67722	68213	-	WP_049619623.1	WP_049619623.1		hypothetical protein			ACU19_RS05000	492	163	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	68423	69112	-							ACU19_RS05005	690		old_locus_tag=ACU19_05050
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	68423	69112	-	WP_049619624.1	WP_049619624.1		hypothetical protein			ACU19_RS05005	690	229	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	69099	70280	-							ACU19_RS05010	1182		old_locus_tag=ACU19_05055
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	69099	70280	-	WP_049619625.1	WP_049619625.1		hypothetical protein			ACU19_RS05010	1182	393	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	70503	71597	+							ACU19_RS05015	1095		old_locus_tag=ACU19_05060
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	70503	71597	+	WP_231583106.1	WP_231583106.1		metal ABC transporter substrate-binding protein			ACU19_RS05015	1095	364	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	71701	72459	+							ACU19_RS05020	759		old_locus_tag=ACU19_05065
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	71701	72459	+	WP_049619626.1	WP_049619626.1		metal ABC transporter ATP-binding protein			ACU19_RS05020	759	252	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	72462	73442	+							ACU19_RS05025	981		old_locus_tag=ACU19_05070
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	72462	73442	+	WP_082160038.1	WP_082160038.1		metal ABC transporter permease			ACU19_RS05025	981	326	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	73663	74487	+							ACU19_RS05030	825		old_locus_tag=ACU19_05075
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	73663	74487	+	WP_082160039.1	WP_082160039.1		biotin transporter BioY			ACU19_RS05030	825	274	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	74484	75164	+							ACU19_RS05035	681		old_locus_tag=ACU19_05080
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	74484	75164	+	WP_049619628.1	WP_049619628.1		energy-coupling factor ABC transporter ATP-binding protein			ACU19_RS05035	681	226	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	75164	76009	+							ACU19_RS05040	846		old_locus_tag=ACU19_05085
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	75164	76009	+	WP_049619629.1	WP_049619629.1		energy-coupling factor transporter transmembrane protein EcfT			ACU19_RS05040	846	281	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	76295	79060	-					mgtA		ACU19_RS05045	2766		old_locus_tag=ACU19_05090
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	76295	79060	-	WP_053093615.1	WP_053093615.1		magnesium-translocating P-type ATPase	mgtA		ACU19_RS05045	2766	921	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	79395	80117	-					cas5e		ACU19_RS05050	723		old_locus_tag=ACU19_05095
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	79395	80117	-	WP_049619630.1	WP_049619630.1		type I-E CRISPR-associated protein Cas5/CasD	cas5e		ACU19_RS05050	723	240	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	80117	81208	-					cas7e		ACU19_RS05055	1092		old_locus_tag=ACU19_05100
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	80117	81208	-	WP_049619631.1	WP_049619631.1		type I-E CRISPR-associated protein Cas7/Cse4/CasC	cas7e		ACU19_RS05055	1092	363	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	81217	81846	-					casB		ACU19_RS05060	630		old_locus_tag=ACU19_05105
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	81217	81846	-	WP_049619632.1	WP_049619632.1		type I-E CRISPR-associated protein Cse2/CasB	casB		ACU19_RS05060	630	209	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	81851	83485	-							ACU19_RS05065	1635		old_locus_tag=ACU19_05110
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	81851	83485	-	WP_082160040.1	WP_082160040.1		type I-E CRISPR-associated protein Cse1/CasA			ACU19_RS05065	1635	544	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	83646	84383	+					cas6e		ACU19_RS05070	738		old_locus_tag=ACU19_05115
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	83646	84383	+	WP_049619633.1	WP_049619633.1		type I-E CRISPR-associated protein Cas6/Cse3/CasE	cas6e		ACU19_RS05070	738	245	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	84380	87109	+							ACU19_RS05075	2730		old_locus_tag=ACU19_05120
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	84380	87109	+	WP_082160041.1	WP_082160041.1		CRISPR-associated helicase/endonuclease Cas3			ACU19_RS05075	2730	909	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	87106	88179	+					cas1e		ACU19_RS05080	1074		old_locus_tag=ACU19_05125
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	87106	88179	+	WP_049619635.1	WP_049619635.1		type I-E CRISPR-associated endonuclease Cas1e	cas1e		ACU19_RS05080	1074	357	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	88179	88493	+					cas2e		ACU19_RS05085	315		old_locus_tag=ACU19_05130
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000023.1	88179	88493	+	WP_049619636.1	WP_049619636.1		type I-E CRISPR-associated endoribonuclease Cas2e	cas2e		ACU19_RS05085	315	104	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	1	367	+							ACU19_RS05090	367		partial;old_locus_tag=ACU19_05135
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	1	367	+	WP_049619650.1	WP_049619650.1		integrase core domain-containing protein			ACU19_RS05090	367	121	partial
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	706	1926	-							ACU19_RS05095	1221		old_locus_tag=ACU19_05140
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	706	1926	-	WP_049619651.1	WP_049619651.1		ABC transporter ATP-binding protein/permease			ACU19_RS05095	1221	406	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	1869	2495	-							ACU19_RS05100	627		old_locus_tag=ACU19_05145
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	1869	2495	-	WP_049619652.1	WP_049619652.1		hypothetical protein			ACU19_RS05100	627	208	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	2498	4429	-							ACU19_RS05105	1932		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	2498	4429	-	WP_049619653.1	WP_049619653.1		ABC transporter ATP-binding protein/permease			ACU19_RS05105	1932	643	
gene	tRNA	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	4999	5072	-							ACU19_RS05110	74		old_locus_tag=ACU19_05155
tRNA		GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	4999	5072	-				tRNA-Met			ACU19_RS05110	74		anticodon=CAT
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	5461	8562	-							ACU19_RS05115	3102		old_locus_tag=ACU19_05160
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	5461	8562	-	WP_082160047.1	WP_082160047.1		UPF0182 family protein			ACU19_RS05115	3102	1033	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	8802	10037	-							ACU19_RS05120	1236		old_locus_tag=ACU19_05165
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	8802	10037	-	WP_082160053.1	WP_082160053.1		pdz/dhr/glgf protein			ACU19_RS05120	1236	411	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	10346	12064	+							ACU19_RS05125	1719		old_locus_tag=ACU19_05170
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	10346	12064	+	WP_082160048.1	WP_082160048.1		zinc-dependent metalloprotease			ACU19_RS05125	1719	572	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	12348	13631	+							ACU19_RS05130	1284		old_locus_tag=ACU19_05175
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	12348	13631	+	WP_049619654.1	WP_049619654.1		hypothetical protein			ACU19_RS05130	1284	427	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	13800	15797	-							ACU19_RS05135	1998		old_locus_tag=ACU19_05180
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	13800	15797	-	WP_049619675.1	WP_049619675.1		ATP-dependent DNA helicase UvrD2			ACU19_RS05135	1998	665	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	16110	17612	-							ACU19_RS05140	1503		old_locus_tag=ACU19_05185
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	16110	17612	-	WP_049619655.1	WP_049619655.1		NCS2 family nucleobase:cation symporter			ACU19_RS05140	1503	500	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	17813	18433	+							ACU19_RS05145	621		old_locus_tag=ACU19_05190
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	17813	18433	+	WP_049619656.1	WP_049619656.1		LytR C-terminal domain-containing protein			ACU19_RS05145	621	206	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	18500	19249	-							ACU19_RS05150	750		old_locus_tag=ACU19_05195
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	18500	19249	-	WP_197077815.1	WP_197077815.1		ASCH domain-containing protein			ACU19_RS05150	750	249	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	19266	20852	-							ACU19_RS05155	1587		old_locus_tag=ACU19_05200
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	19266	20852	-	WP_049619657.1	WP_049619657.1		hypothetical protein			ACU19_RS05155	1587	528	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	21076	22074	-					rlmB		ACU19_RS05160	999		old_locus_tag=ACU19_05205
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	21076	22074	-	WP_049619658.1	WP_049619658.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		ACU19_RS05160	999	332	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	22158	23585	-					cysS		ACU19_RS05165	1428		old_locus_tag=ACU19_05210
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	22158	23585	-	WP_049619659.1	WP_049619659.1		cysteine--tRNA ligase	cysS		ACU19_RS05165	1428	475	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	23710	25062	+							ACU19_RS05170	1353		old_locus_tag=ACU19_05215
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	23710	25062	+	WP_049619660.1	WP_049619660.1		MFS transporter			ACU19_RS05170	1353	450	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	25141	25692	-							ACU19_RS05175	552		old_locus_tag=ACU19_05220
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	25141	25692	-	WP_049619661.1	WP_049619661.1		CarD family transcriptional regulator			ACU19_RS05175	552	183	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	26047	26739	-							ACU19_RS05185	693		old_locus_tag=ACU19_05230
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	26047	26739	-	WP_049619663.1	WP_049619663.1		response regulator transcription factor			ACU19_RS05185	693	230	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	26810	28279	-							ACU19_RS05190	1470		old_locus_tag=ACU19_05235
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	26810	28279	-	WP_082160050.1	WP_082160050.1		ATP-binding protein			ACU19_RS05190	1470	489	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	28465	29148	+					phoU		ACU19_RS05195	684		old_locus_tag=ACU19_05240
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	28465	29148	+	WP_049619664.1	WP_049619664.1		phosphate signaling complex protein PhoU	phoU		ACU19_RS05195	684	227	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	29395	30132	-							ACU19_RS05200	738		old_locus_tag=ACU19_05245
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	29395	30132	-	WP_049619665.1	WP_049619665.1		phosphoglyceromutase			ACU19_RS05200	738	245	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	30256	30417	-							ACU19_RS10340	162		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	30256	30417	-	WP_156181431.1	WP_156181431.1		hypothetical protein			ACU19_RS10340	162	53	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	30637	30990	-							ACU19_RS05205	354		old_locus_tag=ACU19_05250
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	30637	30990	-	WP_049619666.1	WP_049619666.1		hypothetical protein			ACU19_RS05205	354	117	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	31161	31355	-							ACU19_RS05210	195		old_locus_tag=ACU19_05255
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	31161	31355	-	WP_049619667.1	WP_049619667.1		hypothetical protein			ACU19_RS05210	195	64	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	31796	32986	+							ACU19_RS05215	1191		old_locus_tag=ACU19_05260
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	31796	32986	+	WP_082160051.1	WP_082160051.1		iron ABC transporter permease			ACU19_RS05215	1191	396	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	32979	33743	+							ACU19_RS05220	765		old_locus_tag=ACU19_05265
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	32979	33743	+	WP_049619668.1	WP_049619668.1		ABC transporter ATP-binding protein			ACU19_RS05220	765	254	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	33772	34944	+							ACU19_RS05225	1173		old_locus_tag=ACU19_05270
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	33772	34944	+	WP_049619669.1	WP_049619669.1		ABC transporter substrate-binding protein			ACU19_RS05225	1173	390	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	35000	35659	+							ACU19_RS05230	660		old_locus_tag=ACU19_05275
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	35000	35659	+	WP_156181433.1	WP_156181433.1		hypothetical protein			ACU19_RS05230	660	219	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	35659	36414	+							ACU19_RS05235	756		old_locus_tag=ACU19_05280
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000024.1	35659	36414	+	WP_049619671.1	WP_049619671.1		hypothetical protein			ACU19_RS05235	756	251	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	495	1769	+							ACU19_RS05240	1275		old_locus_tag=ACU19_05285
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	495	1769	+	WP_049619679.1	WP_049619679.1		PLP-dependent aminotransferase family protein			ACU19_RS05240	1275	424	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	1842	2894	+							ACU19_RS05245	1053		old_locus_tag=ACU19_05290
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	1842	2894	+	WP_049619680.1	WP_049619680.1		ATP-grasp domain-containing protein			ACU19_RS05245	1053	350	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	3039	4496	-							ACU19_RS05250	1458		old_locus_tag=ACU19_05295
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	3039	4496	-	WP_049619681.1	WP_049619681.1		ParB/RepB/Spo0J family partition protein			ACU19_RS05250	1458	485	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	4502	5452	-							ACU19_RS05255	951		old_locus_tag=ACU19_05300
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	4502	5452	-	WP_049619682.1	WP_049619682.1		AAA family ATPase			ACU19_RS05255	951	316	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	6153	6914	-					rsmG		ACU19_RS10000	762		old_locus_tag=ACU19_05310
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	6153	6914	-	WP_231583109.1	WP_231583109.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		ACU19_RS10000	762	253	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	7915	8511	-							ACU19_RS05270	597		old_locus_tag=ACU19_05315
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	7915	8511	-	WP_049619684.1	WP_049619684.1		KH domain-containing protein			ACU19_RS05270	597	198	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	8942	10126	-					yidC		ACU19_RS05275	1185		old_locus_tag=ACU19_05320
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	8942	10126	-	WP_231583114.1	WP_231583114.1		membrane protein insertase YidC	yidC		ACU19_RS05275	1185	394	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	10161	10487	-					yidD		ACU19_RS05280	327		old_locus_tag=ACU19_05325
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	10161	10487	-	WP_049619686.1	WP_049619686.1		membrane protein insertion efficiency factor YidD	yidD		ACU19_RS05280	327	108	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	10868	11008	-					rpmH		ACU19_RS10010	141		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	10868	11008	-	WP_074660967.1	WP_074660967.1		50S ribosomal protein L34	rpmH		ACU19_RS10010	141	46	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	11894	14155	+					dnaA		ACU19_RS10015	2262		old_locus_tag=ACU19_05330
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	11894	14155	+	WP_082160056.1	WP_082160056.1		chromosomal replication initiator protein DnaA	dnaA		ACU19_RS10015	2262	753	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	14747	14971	+							ACU19_RS10345	225		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	14747	14971	+	WP_156181435.1	WP_156181435.1		hypothetical protein			ACU19_RS10345	225	74	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	15319	16452	+					dnaN		ACU19_RS05290	1134		old_locus_tag=ACU19_05335
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	15319	16452	+	WP_049619687.1	WP_049619687.1		DNA polymerase III subunit beta	dnaN		ACU19_RS05290	1134	377	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	16453	17784	+					recF		ACU19_RS05295	1332		old_locus_tag=ACU19_05340
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	16453	17784	+	WP_082160057.1	WP_082160057.1		DNA replication/repair protein RecF	recF		ACU19_RS05295	1332	443	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	17787	18401	+							ACU19_RS05300	615		old_locus_tag=ACU19_05345
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	17787	18401	+	WP_049619688.1	WP_049619688.1		DciA family protein			ACU19_RS05300	615	204	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	18479	18865	+							ACU19_RS05305	387		old_locus_tag=ACU19_05350
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	18479	18865	+	WP_049619689.1	WP_049619689.1		metallopeptidase family protein			ACU19_RS05305	387	128	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	19353	21338	+					gyrB		ACU19_RS05310	1986		old_locus_tag=ACU19_05355
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	19353	21338	+	WP_049619754.1	WP_049619754.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		ACU19_RS05310	1986	661	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	21426	24077	+					gyrA		ACU19_RS05315	2652		old_locus_tag=ACU19_05360
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	21426	24077	+	WP_049619755.1	WP_049619755.1		DNA gyrase subunit A	gyrA		ACU19_RS05315	2652	883	
gene	protein_coding	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	24263	24892	+							ACU19_RS10810	630		
CDS	with_protein	GCF_001183565.1	Primary Assembly	unplaced scaffold		NZ_LFUS01000025.1	24263	24892	+	WP_231583111.1	WP_231583111.1		DUF3566 domain-containing protein			ACU19_RS10810	630	209	
