# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1054963	1056696	-							HLG82_RS05045	1734		old_locus_tag=HLG82_05060
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1054963	1056696	-	WP_193327601.1	WP_193327601.1		dynamin family protein			HLG82_RS05045	1734	577	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1056689	1058014	-					hisS		HLG82_RS05050	1326		old_locus_tag=HLG82_05065
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1056689	1058014	-	WP_193327602.1	WP_193327602.1		histidine--tRNA ligase	hisS		HLG82_RS05050	1326	441	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1058071	1058796	-							HLG82_RS05055	726		old_locus_tag=HLG82_05070
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1058071	1058796	-	WP_193327603.1	WP_193327603.1		MBL fold metallo-hydrolase			HLG82_RS05055	726	241	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1059014	1060387	+							HLG82_RS05060	1374		old_locus_tag=HLG82_05075
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1059014	1060387	+	WP_193327604.1	WP_193327604.1		DUF349 domain-containing protein			HLG82_RS05060	1374	457	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1060555	1061070	+							HLG82_RS05065	516		old_locus_tag=HLG82_05080
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1060555	1061070	+	WP_193327605.1	WP_193327605.1		hypothetical protein			HLG82_RS05065	516	171	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1061018	1063321	-							HLG82_RS05070	2304		old_locus_tag=HLG82_05085
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1061018	1063321	-	WP_255313942.1	WP_255313942.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			HLG82_RS05070	2304	767	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1063382	1063936	-							HLG82_RS05075	555		old_locus_tag=HLG82_05090
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1063382	1063936	-	WP_193327606.1	WP_193327606.1		adenine phosphoribosyltransferase			HLG82_RS05075	555	184	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1063933	1065030	-					secF		HLG82_RS05080	1098		old_locus_tag=HLG82_05095
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1063933	1065030	-	WP_193327607.1	WP_193327607.1		protein translocase subunit SecF	secF		HLG82_RS05080	1098	365	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1065030	1066913	-					secD		HLG82_RS05085	1884		old_locus_tag=HLG82_05100
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1065030	1066913	-	WP_255313943.1	WP_255313943.1		protein translocase subunit SecD	secD		HLG82_RS05085	1884	627	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1066947	1067336	-					yajC		HLG82_RS05090	390		old_locus_tag=HLG82_05105
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1066947	1067336	-	WP_193327608.1	WP_193327608.1		preprotein translocase subunit YajC	yajC		HLG82_RS05090	390	129	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1067444	1068454	-					ruvB		HLG82_RS05095	1011		old_locus_tag=HLG82_05110
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1067444	1068454	-	WP_193327609.1	WP_193327609.1		Holliday junction branch migration DNA helicase RuvB	ruvB		HLG82_RS05095	1011	336	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1068457	1069044	-					ruvA		HLG82_RS05100	588		old_locus_tag=HLG82_05115
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1068457	1069044	-	WP_193327610.1	WP_193327610.1		Holliday junction branch migration protein RuvA	ruvA		HLG82_RS05100	588	195	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1069128	1069751	-					ruvC		HLG82_RS05105	624		old_locus_tag=HLG82_05120
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1069128	1069751	-	WP_193327611.1	WP_193327611.1		crossover junction endodeoxyribonuclease RuvC	ruvC		HLG82_RS05105	624	207	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1069752	1070513	-							HLG82_RS05110	762		old_locus_tag=HLG82_05125
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1069752	1070513	-	WP_193327612.1	WP_193327612.1		YebC/PmpR family DNA-binding transcriptional regulator			HLG82_RS05110	762	253	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1070564	1071115	-							HLG82_RS05115	552		old_locus_tag=HLG82_05130
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1070564	1071115	-	WP_193327613.1	WP_193327613.1		NUDIX domain-containing protein			HLG82_RS05115	552	183	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1071112	1072257	-							HLG82_RS05120	1146		old_locus_tag=HLG82_05135
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1071112	1072257	-	WP_193327614.1	WP_193327614.1		PrsW family intramembrane metalloprotease			HLG82_RS05120	1146	381	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1072250	1072846	-							HLG82_RS05125	597		old_locus_tag=HLG82_05140
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1072250	1072846	-	WP_193327615.1	WP_193327615.1		hypothetical protein			HLG82_RS05125	597	198	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1072843	1073967	-							HLG82_RS05130	1125		old_locus_tag=HLG82_05145
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1072843	1073967	-	WP_193327616.1	WP_193327616.1		glycosyltransferase family 4 protein			HLG82_RS05130	1125	374	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1073977	1074933	-							HLG82_RS05135	957		old_locus_tag=HLG82_05150
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1073977	1074933	-	WP_193327617.1	WP_193327617.1		phosphatidylinositol mannoside acyltransferase			HLG82_RS05135	957	318	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1074930	1075556	-							HLG82_RS05140	627		old_locus_tag=HLG82_05155
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1074930	1075556	-	WP_193327618.1	WP_193327618.1		CDP-alcohol phosphatidyltransferase family protein			HLG82_RS05140	627	208	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1075568	1077571	-					thrS		HLG82_RS05145	2004		old_locus_tag=HLG82_05160
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1075568	1077571	-	WP_193327733.1	WP_193327733.1		threonine--tRNA ligase	thrS		HLG82_RS05145	2004	667	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1077704	1079080	+							HLG82_RS05150	1377		old_locus_tag=HLG82_05165
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1077704	1079080	+	WP_193327619.1	WP_193327619.1		L-serine ammonia-lyase			HLG82_RS05150	1377	458	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1079100	1079747	-							HLG82_RS05155	648		old_locus_tag=HLG82_05170
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1079100	1079747	-	WP_193327620.1	WP_193327620.1		response regulator transcription factor			HLG82_RS05155	648	215	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1079748	1080953	-							HLG82_RS05160	1206		old_locus_tag=HLG82_05175
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1079748	1080953	-	WP_255313944.1	WP_255313944.1		PspC domain-containing protein			HLG82_RS05160	1206	401	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1081087	1082643	+							HLG82_RS05165	1557		old_locus_tag=HLG82_05180
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1081087	1082643	+	WP_193327622.1	WP_193327622.1		PspC domain-containing protein			HLG82_RS05165	1557	518	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1082643	1082924	+							HLG82_RS05170	282		old_locus_tag=HLG82_05185
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1082643	1082924	+	WP_193327623.1	WP_193327623.1		hypothetical protein			HLG82_RS05170	282	93	
gene	tRNA	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083119	1083195	-							HLG82_RS05175	77		old_locus_tag=HLG82_05190
tRNA		GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083119	1083195	-				tRNA-Val			HLG82_RS05175	77		anticodon=GAC
gene	tRNA	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083208	1083278	-							HLG82_RS05180	71		old_locus_tag=HLG82_05195
tRNA		GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083208	1083278	-				tRNA-Cys			HLG82_RS05180	71		anticodon=GCA
gene	tRNA	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083315	1083387	-							HLG82_RS05185	73		old_locus_tag=HLG82_05200
tRNA		GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083315	1083387	-				tRNA-Gly			HLG82_RS05185	73		anticodon=GCC
gene	tRNA	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083584	1083655	+							HLG82_RS05190	72		old_locus_tag=HLG82_05205
tRNA		GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1083584	1083655	+				tRNA-Val			HLG82_RS05190	72		anticodon=CAC
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1084074	1086323	+					glgX		HLG82_RS05195	2250		old_locus_tag=HLG82_05210
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1084074	1086323	+	WP_193327624.1	WP_193327624.1		glycogen debranching protein GlgX	glgX		HLG82_RS05195	2250	749	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1086482	1088989	+					treY		HLG82_RS05200	2508		old_locus_tag=HLG82_05215
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1086482	1088989	+	WP_193327625.1	WP_193327625.1		malto-oligosyltrehalose synthase	treY		HLG82_RS05200	2508	835	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1088982	1090724	+					treZ		HLG82_RS05205	1743		old_locus_tag=HLG82_05220
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1088982	1090724	+	WP_193327626.1	WP_193327626.1		malto-oligosyltrehalose trehalohydrolase	treZ		HLG82_RS05205	1743	580	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1090808	1091392	+							HLG82_RS05210	585		old_locus_tag=HLG82_05225
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1090808	1091392	+	WP_193327627.1	WP_193327627.1		DUF3000 domain-containing protein			HLG82_RS05210	585	194	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1091389	1092600	+							HLG82_RS05215	1212		old_locus_tag=HLG82_05230
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1091389	1092600	+	WP_193327628.1	WP_193327628.1		HRDC domain-containing protein			HLG82_RS05215	1212	403	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1092624	1094492	-					dxs		HLG82_RS05220	1869		old_locus_tag=HLG82_05235
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1092624	1094492	-	WP_255313945.1	WP_255313945.1		1-deoxy-D-xylulose-5-phosphate synthase	dxs		HLG82_RS05220	1869	622	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1094907	1097591	-					acnA		HLG82_RS05225	2685		old_locus_tag=HLG82_05240
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1094907	1097591	-	WP_193327629.1	WP_193327629.1		aconitate hydratase AcnA	acnA		HLG82_RS05225	2685	894	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1097676	1098872	-							HLG82_RS05230	1197		old_locus_tag=HLG82_05245
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1097676	1098872	-	WP_193327630.1	WP_193327630.1		class I SAM-dependent RNA methyltransferase			HLG82_RS05230	1197	398	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1098872	1100683	-							HLG82_RS05235	1812		old_locus_tag=HLG82_05250
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1098872	1100683	-	WP_193327631.1	WP_193327631.1		amino acid permease			HLG82_RS05235	1812	603	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1100729	1101397	+							HLG82_RS05240	669		old_locus_tag=HLG82_05255
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1100729	1101397	+	WP_193327632.1	WP_193327632.1		TrkA family potassium uptake protein			HLG82_RS05240	669	222	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1101394	1102050	+							HLG82_RS05245	657		old_locus_tag=HLG82_05260
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1101394	1102050	+	WP_193327633.1	WP_193327633.1		TrkA family potassium uptake protein			HLG82_RS05245	657	218	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1102047	1102706	-							HLG82_RS05250	660		old_locus_tag=HLG82_05265
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1102047	1102706	-	WP_193327634.1	WP_193327634.1		DUF3159 domain-containing protein			HLG82_RS05250	660	219	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1102693	1102950	-							HLG82_RS05255	258		old_locus_tag=HLG82_05270
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1102693	1102950	-	WP_193327635.1	WP_193327635.1		OB-fold nucleic acid binding domain-containing protein			HLG82_RS05255	258	85	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1102947	1103567	-							HLG82_RS05260	621		old_locus_tag=HLG82_05275
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1102947	1103567	-	WP_193327636.1	WP_193327636.1		DUF3710 domain-containing protein			HLG82_RS05260	621	206	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1103583	1103882	-							HLG82_RS05265	300		old_locus_tag=HLG82_05280
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1103583	1103882	-	WP_193327637.1	WP_193327637.1		DUF4193 domain-containing protein			HLG82_RS05265	300	99	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1104068	1105153	+					sepH		HLG82_RS05270	1086		old_locus_tag=HLG82_05285
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1104068	1105153	+	WP_193327638.1	WP_193327638.1		septation protein SepH	sepH		HLG82_RS05270	1086	361	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1105160	1106251	-							HLG82_RS05275	1092		old_locus_tag=HLG82_05290
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1105160	1106251	-	WP_193327639.1	WP_193327639.1		alkaline phosphatase family protein			HLG82_RS05275	1092	363	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1106248	1106805	-							HLG82_RS05280	558		old_locus_tag=HLG82_05295
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1106248	1106805	-	WP_193327640.1	WP_193327640.1		DUF5998 family protein			HLG82_RS05280	558	185	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1106918	1109317	+							HLG82_RS05285	2400		old_locus_tag=HLG82_05300
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1106918	1109317	+	WP_193327641.1	WP_193327641.1		DNA topoisomerase IV subunit A			HLG82_RS05285	2400	799	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1109336	1110313	-							HLG82_RS05290	978		old_locus_tag=HLG82_05305
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1109336	1110313	-	WP_193327642.1	WP_193327642.1		GNAT family N-acetyltransferase			HLG82_RS05290	978	325	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1110313	1111344	-							HLG82_RS05295	1032		old_locus_tag=HLG82_05310
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1110313	1111344	-	WP_193327643.1	WP_193327643.1		GNAT family N-acetyltransferase			HLG82_RS05295	1032	343	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1111388	1113517	-							HLG82_RS05300	2130		old_locus_tag=HLG82_05315
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1111388	1113517	-	WP_255313946.1	WP_255313946.1		type IIA DNA topoisomerase subunit B			HLG82_RS05300	2130	709	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1113657	1113848	-							HLG82_RS05305	192		old_locus_tag=HLG82_05320
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1113657	1113848	-	WP_193327644.1	WP_193327644.1		hypothetical protein			HLG82_RS05305	192	63	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1113939	1114547	+							HLG82_RS05310	609		old_locus_tag=HLG82_05325
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1113939	1114547	+	WP_193327645.1	WP_193327645.1		3'-5' exonuclease			HLG82_RS05310	609	202	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1114554	1116125	-							HLG82_RS05315	1572		old_locus_tag=HLG82_05330
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1114554	1116125	-	WP_255313954.1	WP_255313954.1		RNA polymerase sigma factor			HLG82_RS05315	1572	523	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1116320	1116703	-							HLG82_RS05320	384		old_locus_tag=HLG82_05335
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1116320	1116703	-	WP_193327646.1	WP_193327646.1		universal stress protein			HLG82_RS05320	384	127	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1116775	1117872	-							HLG82_RS05325	1098		old_locus_tag=HLG82_05340
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1116775	1117872	-	WP_193327647.1	WP_193327647.1		DUF4192 family protein			HLG82_RS05325	1098	365	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1117989	1119038	+							HLG82_RS05330	1050		old_locus_tag=HLG82_05345
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1117989	1119038	+	WP_193327648.1	WP_193327648.1		polyprenyl synthetase family protein			HLG82_RS05330	1050	349	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1119082	1119435	-							HLG82_RS05335	354		old_locus_tag=HLG82_05350
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1119082	1119435	-	WP_255313947.1	WP_255313947.1		Rv2175c family DNA-binding protein			HLG82_RS05335	354	117	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1119577	1120854	+							HLG82_RS05340	1278		old_locus_tag=HLG82_05355
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1119577	1120854	+	WP_193327649.1	WP_193327649.1		lytic transglycosylase domain-containing protein			HLG82_RS05340	1278	425	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1120923	1122911	+							HLG82_RS05345	1989		old_locus_tag=HLG82_05360
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1120923	1122911	+	WP_193327650.1	WP_193327650.1		Stk1 family PASTA domain-containing Ser/Thr kinase			HLG82_RS05345	1989	662	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1122957	1124309	-							HLG82_RS05350	1353		old_locus_tag=HLG82_05365
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1122957	1124309	-	WP_193327651.1	WP_193327651.1		3-deoxy-7-phosphoheptulonate synthase class II			HLG82_RS05350	1353	450	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1124416	1125636	-							HLG82_RS05355	1221		old_locus_tag=HLG82_05370
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1124416	1125636	-	WP_193327652.1	WP_193327652.1		pyrophosphate--fructose-6-phosphate 1-phosphotransferase			HLG82_RS05355	1221	406	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1125768	1126166	+							HLG82_RS05360	399		old_locus_tag=HLG82_05375
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1125768	1126166	+	WP_193327653.1	WP_193327653.1		hypothetical protein			HLG82_RS05360	399	132	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1126198	1127988	+							HLG82_RS05365	1791		old_locus_tag=HLG82_05380
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1126198	1127988	+	WP_193327654.1	WP_193327654.1		DEDD exonuclease domain-containing protein			HLG82_RS05365	1791	596	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1128067	1128294	+							HLG82_RS05370	228		old_locus_tag=HLG82_05385
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1128067	1128294	+	WP_216858966.1	WP_216858966.1		Lrp/AsnC family transcriptional regulator			HLG82_RS05370	228	75	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1128306	1128608	-							HLG82_RS10500	303		
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1128306	1128608	-	WP_246462400.1	WP_246462400.1		hypothetical protein			HLG82_RS10500	303	100	
gene	pseudogene	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1128640	1129290	-					trpD		HLG82_RS10505	651		partial;pseudo;old_locus_tag=HLG82_05390
CDS	without_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1128640	1129290	-				anthranilate phosphoribosyltransferase	trpD		HLG82_RS10505	651		partial;pseudo
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1129382	1129795	-							HLG82_RS05380	414		old_locus_tag=HLG82_05395
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1129382	1129795	-	WP_193327655.1	WP_193327655.1		response regulator transcription factor			HLG82_RS05380	414	137	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1130016	1130630	+							HLG82_RS05385	615		old_locus_tag=HLG82_05400
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1130016	1130630	+	WP_193327656.1	WP_193327656.1		superoxide dismutase			HLG82_RS05385	615	204	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1130686	1131684	-							HLG82_RS05390	999		old_locus_tag=HLG82_05405
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1130686	1131684	-	WP_193327657.1	WP_193327657.1		FKBP-type peptidyl-prolyl cis-trans isomerase			HLG82_RS05390	999	332	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1131724	1132068	-					erpA		HLG82_RS05395	345		old_locus_tag=HLG82_05410
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1131724	1132068	-	WP_193327658.1	WP_193327658.1		iron-sulfur cluster insertion protein ErpA	erpA		HLG82_RS05395	345	114	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1132201	1133310	-							HLG82_RS05400	1110		old_locus_tag=HLG82_05415
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1132201	1133310	-	WP_193327659.1	WP_193327659.1		hypothetical protein			HLG82_RS05400	1110	369	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1133310	1134653	-							HLG82_RS05405	1344		old_locus_tag=HLG82_05420
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1133310	1134653	-	WP_193327660.1	WP_193327660.1		dipeptidase			HLG82_RS05405	1344	447	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1134762	1135427	+							HLG82_RS05410	666		old_locus_tag=HLG82_05425
CDS	with_protein	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1134762	1135427	+	WP_193327661.1	WP_193327661.1		DUF3043 domain-containing protein			HLG82_RS05410	666	221	
gene	protein_coding	GCF_014926385.1	Primary Assembly	chromosome		NZ_CP053291.1	1135428	1135865	-							HLG82_RS05415	438		old_locus_tag=HLG82_05430
