# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1027435	1027614	-							ARCH_RS04595	180		old_locus_tag=Arch_0903
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1027435	1027614	-	WP_013170124.1	WP_013170124.1		ubiquitin-like protein Pup			ARCH_RS04595	180	59	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1027625	1029085	-					dop		ARCH_RS04600	1461		old_locus_tag=Arch_0904
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1027625	1029085	-	WP_013170125.1	WP_013170125.1		depupylase/deamidase Dop	dop		ARCH_RS04600	1461	486	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1029107	1030627	-					arc		ARCH_RS04605	1521		old_locus_tag=Arch_0905
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1029107	1030627	-	WP_013170126.1	WP_013170126.1		proteasome ATPase	arc		ARCH_RS04605	1521	506	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1030638	1031735	-							ARCH_RS04610	1098		old_locus_tag=Arch_0906
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1030638	1031735	-	WP_013170127.1	WP_013170127.1		tRNA (adenine-N1)-methyltransferase			ARCH_RS04610	1098	365	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1031871	1032722	+							ARCH_RS04615	852		old_locus_tag=Arch_0907
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1031871	1032722	+	WP_013170128.1	WP_013170128.1		PD-(D/E)XK nuclease family protein			ARCH_RS04615	852	283	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1032679	1033344	-							ARCH_RS04620	666		old_locus_tag=Arch_0908
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1032679	1033344	-	WP_013170129.1	WP_013170129.1		HAD family phosphatase			ARCH_RS04620	666	221	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1033356	1034198	-							ARCH_RS04625	843		old_locus_tag=Arch_0909
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1033356	1034198	-	WP_013170130.1	WP_013170130.1		undecaprenyl-diphosphate phosphatase			ARCH_RS04625	843	280	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1034245	1035186	+							ARCH_RS04630	942		old_locus_tag=Arch_0910
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1034245	1035186	+	WP_013170131.1	WP_013170131.1		aldo/keto reductase			ARCH_RS04630	942	313	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1035349	1036194	+							ARCH_RS04635	846		old_locus_tag=Arch_0911
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1035349	1036194	+	WP_013170132.1	WP_013170132.1		HNH endonuclease family protein			ARCH_RS04635	846	281	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1036250	1036552	-							ARCH_RS10105	303		old_locus_tag=Arch_0912
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1036250	1036552	-	WP_013170133.1	WP_013170133.1		hypothetical protein			ARCH_RS10105	303	100	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1036590	1037456	-					aroE		ARCH_RS04645	867		old_locus_tag=Arch_0913
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1036590	1037456	-	WP_013170134.1	WP_013170134.1		shikimate dehydrogenase	aroE		ARCH_RS04645	867	288	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1037501	1037782	-							ARCH_RS04650	282		old_locus_tag=Arch_0914
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1037501	1037782	-	WP_013170135.1	WP_013170135.1		hypothetical protein			ARCH_RS04650	282	93	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1038072	1038383	-							ARCH_RS09660	312		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1038072	1038383	-	WP_111724903.1	WP_111724903.1		hypothetical protein			ARCH_RS09660	312	103	
gene	tRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1039068	1039152	-							ARCH_RS04660	85		old_locus_tag=Arch_R0033
tRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1039068	1039152	-				tRNA-Leu			ARCH_RS04660	85		anticodon=GAG
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1039328	1039795	+							ARCH_RS04665	468		old_locus_tag=Arch_0917
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1039328	1039795	+	WP_013170136.1	WP_013170136.1		nucleoside triphosphate pyrophosphohydrolase family protein			ARCH_RS04665	468	155	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1039862	1040371	-							ARCH_RS04670	510		old_locus_tag=Arch_0918
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1039862	1040371	-	WP_013170137.1	WP_013170137.1		hypothetical protein			ARCH_RS04670	510	169	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1040364	1040828	-							ARCH_RS04675	465		old_locus_tag=Arch_0919
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1040364	1040828	-	WP_013170138.1	WP_013170138.1		hypothetical protein			ARCH_RS04675	465	154	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1040888	1041181	-							ARCH_RS04680	294		old_locus_tag=Arch_0920
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1040888	1041181	-	WP_041640369.1	WP_041640369.1		hypothetical protein			ARCH_RS04680	294	97	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1041354	1041830	+							ARCH_RS04685	477		old_locus_tag=Arch_0921
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1041354	1041830	+	WP_013170139.1	WP_013170139.1		tRNA (cytidine(34)-2'-O)-methyltransferase			ARCH_RS04685	477	158	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1041900	1042208	+							ARCH_RS04690	309		old_locus_tag=Arch_0922
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1041900	1042208	+	WP_013170140.1	WP_013170140.1		helix-turn-helix domain-containing protein			ARCH_RS04690	309	102	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1042205	1043050	-							ARCH_RS04695	846		old_locus_tag=Arch_0923
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1042205	1043050	-	WP_013170141.1	WP_013170141.1		RNA methyltransferase			ARCH_RS04695	846	281	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1043116	1044174	-							ARCH_RS04700	1059		old_locus_tag=Arch_0924
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1043116	1044174	-	WP_013170142.1	WP_013170142.1		SPFH/Band 7/PHB domain protein			ARCH_RS04700	1059	352	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1044200	1044619	-							ARCH_RS04705	420		old_locus_tag=Arch_0925
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1044200	1044619	-	WP_013170143.1	WP_013170143.1		NfeD family protein			ARCH_RS04705	420	139	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1044685	1045470	-							ARCH_RS04710	786		old_locus_tag=Arch_0926
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1044685	1045470	-	WP_013170144.1	WP_013170144.1		ABC transporter ATP-binding protein			ARCH_RS04710	786	261	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1045509	1046732	-					glgA		ARCH_RS04715	1224		old_locus_tag=Arch_0927
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1045509	1046732	-	WP_013170145.1	WP_013170145.1		glycogen synthase	glgA		ARCH_RS04715	1224	407	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1046924	1048183	+							ARCH_RS04720	1260		old_locus_tag=Arch_0928
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1046924	1048183	+	WP_013170146.1	WP_013170146.1		glucose-1-phosphate adenylyltransferase			ARCH_RS04720	1260	419	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1048268	1049833	-							ARCH_RS04725	1566		old_locus_tag=Arch_0929
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1048268	1049833	-	WP_231958104.1	WP_231958104.1		ATP-binding cassette domain-containing protein			ARCH_RS04725	1566	521	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1049991	1050884	+							ARCH_RS04730	894		old_locus_tag=Arch_0930
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1049991	1050884	+	WP_013170148.1	WP_013170148.1		neutral zinc metallopeptidase			ARCH_RS04730	894	297	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1050958	1051275	-							ARCH_RS04735	318		old_locus_tag=Arch_0931
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1050958	1051275	-	WP_013170149.1	WP_013170149.1		metal-sulfur cluster assembly factor			ARCH_RS04735	318	105	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1051302	1051760	-							ARCH_RS04740	459		old_locus_tag=Arch_0932
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1051302	1051760	-	WP_013170150.1	WP_013170150.1		SUF system NifU family Fe-S cluster assembly protein			ARCH_RS04740	459	152	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1051763	1053025	-							ARCH_RS04745	1263		old_locus_tag=Arch_0933
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1051763	1053025	-	WP_223804441.1	WP_223804441.1		SufS family cysteine desulfurase			ARCH_RS04745	1263	420	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1053033	1053782	-					sufC		ARCH_RS04750	750		old_locus_tag=Arch_0934
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1053033	1053782	-	WP_013170152.1	WP_013170152.1		Fe-S cluster assembly ATPase SufC	sufC		ARCH_RS04750	750	249	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1053822	1054145	-							ARCH_RS04755	324		old_locus_tag=Arch_0935
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1053822	1054145	-	WP_013170153.1	WP_013170153.1		non-heme iron oxygenase ferredoxin subunit			ARCH_RS04755	324	107	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1054138	1055268	-					sufD		ARCH_RS04760	1131		old_locus_tag=Arch_0936
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1054138	1055268	-	WP_013170154.1	WP_013170154.1		Fe-S cluster assembly protein SufD	sufD		ARCH_RS04760	1131	376	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1055268	1056710	-					sufB		ARCH_RS04765	1443		old_locus_tag=Arch_0937
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1055268	1056710	-	WP_013170155.1	WP_013170155.1		Fe-S cluster assembly protein SufB	sufB		ARCH_RS04765	1443	480	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1056707	1057438	-							ARCH_RS04770	732		old_locus_tag=Arch_0938
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1056707	1057438	-	WP_013170156.1	WP_013170156.1		winged helix-turn-helix transcriptional regulator			ARCH_RS04770	732	243	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1057568	1058185	-							ARCH_RS04775	618		old_locus_tag=Arch_0939
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1057568	1058185	-	WP_013170157.1	WP_013170157.1		NUDIX hydrolase			ARCH_RS04775	618	205	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1058182	1059741	-							ARCH_RS04780	1560		old_locus_tag=Arch_0940
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1058182	1059741	-	WP_013170158.1	WP_013170158.1		MATE family efflux transporter			ARCH_RS04780	1560	519	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1059751	1060566	-							ARCH_RS04785	816		old_locus_tag=Arch_0941
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1059751	1060566	-	WP_013170159.1	WP_013170159.1		hypothetical protein			ARCH_RS04785	816	271	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1060563	1061579	-							ARCH_RS04790	1017		old_locus_tag=Arch_0942
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1060563	1061579	-	WP_013170160.1	WP_013170160.1		copper transporter			ARCH_RS04790	1017	338	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1061572	1062771	-					steA		ARCH_RS04795	1200		old_locus_tag=Arch_0943
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1061572	1062771	-	WP_261974475.1	WP_261974475.1		putative cytokinetic ring protein SteA	steA		ARCH_RS04795	1200	399	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1062773	1064467	-					recN		ARCH_RS04800	1695		old_locus_tag=Arch_0944
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1062773	1064467	-	WP_013170162.1	WP_013170162.1		DNA repair protein RecN	recN		ARCH_RS04800	1695	564	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1064464	1065345	-							ARCH_RS04805	882		old_locus_tag=Arch_0945
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1064464	1065345	-	WP_013170163.1	WP_013170163.1		NAD kinase			ARCH_RS04805	882	293	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1065390	1066214	-							ARCH_RS04810	825		old_locus_tag=Arch_0946
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1065390	1066214	-	WP_013170164.1	WP_013170164.1		TlyA family RNA methyltransferase			ARCH_RS04810	825	274	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1066235	1066414	-							ARCH_RS04815	180		old_locus_tag=Arch_0947
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1066235	1066414	-	WP_113722191.1	WP_113722191.1		hypothetical protein			ARCH_RS04815	180	59	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1066420	1067433	-							ARCH_RS04820	1014		old_locus_tag=Arch_0948
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1066420	1067433	-	WP_013170166.1	WP_013170166.1		HAD-IIA family hydrolase			ARCH_RS04820	1014	337	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1067426	1068271	-							ARCH_RS09355	846		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1067426	1068271	-	WP_049765897.1	WP_049765897.1		hypothetical protein			ARCH_RS09355	846	281	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1068268	1068939	-							ARCH_RS09920	672		
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1068268	1068939	-	WP_145961614.1	WP_145961614.1		hypothetical protein			ARCH_RS09920	672	223	
gene	rRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1069724	1069840	-					rrf		ARCH_RS04830	117		old_locus_tag=Arch_R0034
rRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1069724	1069840	-				5S ribosomal RNA	rrf		ARCH_RS04830	117		
gene	rRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1069922	1073009	-							ARCH_RS04835	3088		old_locus_tag=Arch_R0035
rRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1069922	1073009	-				23S ribosomal RNA			ARCH_RS04835	3088		
gene	rRNA	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1073244	1074774	-							ARCH_RS04840	1531		old_locus_tag=Arch_R0036
rRNA		GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1073244	1074774	-				16S ribosomal RNA			ARCH_RS04840	1531		
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1075313	1076572	-					tyrS		ARCH_RS04845	1260		old_locus_tag=Arch_0950
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1075313	1076572	-	WP_013170168.1	WP_013170168.1		tyrosine--tRNA ligase	tyrS		ARCH_RS04845	1260	419	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1076763	1078169	+							ARCH_RS04850	1407		old_locus_tag=Arch_0951
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1076763	1078169	+	WP_013170169.1	WP_013170169.1		hypothetical protein			ARCH_RS04850	1407	468	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1078223	1078963	-							ARCH_RS04855	741		old_locus_tag=Arch_0952
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1078223	1078963	-	WP_013170170.1	WP_013170170.1		nitroreductase family protein			ARCH_RS04855	741	246	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1078960	1079469	-					argR		ARCH_RS04860	510		old_locus_tag=Arch_0953
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1078960	1079469	-	WP_013170171.1	WP_013170171.1		arginine repressor	argR		ARCH_RS04860	510	169	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1079466	1080611	-							ARCH_RS04865	1146		old_locus_tag=Arch_0954
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1079466	1080611	-	WP_013170172.1	WP_013170172.1		aminotransferase class III-fold pyridoxal phosphate-dependent enzyme			ARCH_RS04865	1146	381	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1080702	1081487	-							ARCH_RS04870	786		old_locus_tag=Arch_0955
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1080702	1081487	-	WP_013170173.1	WP_013170173.1		SDR family oxidoreductase			ARCH_RS04870	786	261	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1081561	1084140	-					pheT		ARCH_RS04875	2580		old_locus_tag=Arch_0956
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1081561	1084140	-	WP_013170174.1	WP_013170174.1		phenylalanine--tRNA ligase subunit beta	pheT		ARCH_RS04875	2580	859	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1084140	1085222	-					pheS		ARCH_RS04880	1083		old_locus_tag=Arch_0957
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1084140	1085222	-	WP_013170175.1	WP_013170175.1		phenylalanine--tRNA ligase subunit alpha	pheS		ARCH_RS04880	1083	360	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1085408	1085758	+							ARCH_RS04885	351		old_locus_tag=Arch_0958
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1085408	1085758	+	WP_013170176.1	WP_013170176.1		hypothetical protein			ARCH_RS04885	351	116	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1085877	1086797	-							ARCH_RS04890	921		old_locus_tag=Arch_0959
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1085877	1086797	-	WP_261974476.1	WP_261974476.1		dihydrodipicolinate synthase family protein			ARCH_RS04890	921	306	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1086806	1087615	-							ARCH_RS04895	810		old_locus_tag=Arch_0960
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1086806	1087615	-	WP_013170178.1	WP_013170178.1		ATP-binding cassette domain-containing protein			ARCH_RS04895	810	269	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1087612	1089648	-							ARCH_RS04900	2037		old_locus_tag=Arch_0961
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1087612	1089648	-	WP_013170179.1	WP_013170179.1		dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein			ARCH_RS04900	2037	678	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1089651	1090601	-							ARCH_RS04905	951		old_locus_tag=Arch_0962
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1089651	1090601	-	WP_013170180.1	WP_013170180.1		ABC transporter permease			ARCH_RS04905	951	316	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1090695	1092266	-							ARCH_RS04910	1572		old_locus_tag=Arch_0963
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1090695	1092266	-	WP_013170181.1	WP_013170181.1		ABC transporter substrate-binding protein			ARCH_RS04910	1572	523	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1092492	1093388	-							ARCH_RS04915	897		old_locus_tag=Arch_0964
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1092492	1093388	-	WP_013170182.1	WP_013170182.1		RNA methyltransferase			ARCH_RS04915	897	298	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1093474	1093854	-					rplT		ARCH_RS04920	381		old_locus_tag=Arch_0965
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1093474	1093854	-	WP_013170183.1	WP_013170183.1		50S ribosomal protein L20	rplT		ARCH_RS04920	381	126	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1093885	1094079	-					rpmI		ARCH_RS04925	195		old_locus_tag=Arch_0966
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1093885	1094079	-	WP_013170184.1	WP_013170184.1		50S ribosomal protein L35	rpmI		ARCH_RS04925	195	64	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1094171	1094815	-					infC		ARCH_RS04930	645		old_locus_tag=Arch_0967
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1094171	1094815	-	WP_081440773.1	WP_081440773.1		translation initiation factor IF-3	infC		ARCH_RS04930	645	214	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1095041	1095763	-							ARCH_RS04935	723		old_locus_tag=Arch_0968
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1095041	1095763	-	WP_013170186.1	WP_013170186.1		SseB family protein			ARCH_RS04935	723	240	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1095756	1096295	-							ARCH_RS09360	540		old_locus_tag=Arch_0969
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1095756	1096295	-	WP_013170187.1	WP_013170187.1		hypothetical protein			ARCH_RS09360	540	179	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1096463	1097227	+							ARCH_RS04945	765		old_locus_tag=Arch_0970
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1096463	1097227	+	WP_013170188.1	WP_013170188.1		VIT family protein			ARCH_RS04945	765	254	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1097237	1098037	-							ARCH_RS04950	801		old_locus_tag=Arch_0971
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1097237	1098037	-	WP_013170189.1	WP_013170189.1		isoprenyl transferase			ARCH_RS04950	801	266	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1098044	1098775	-					recO		ARCH_RS04955	732		old_locus_tag=Arch_0972
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1098044	1098775	-	WP_013170190.1	WP_013170190.1		DNA repair protein RecO	recO		ARCH_RS04955	732	243	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1098782	1099714	-					era		ARCH_RS04960	933		old_locus_tag=Arch_0973
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1098782	1099714	-	WP_013170191.1	WP_013170191.1		GTPase Era	era		ARCH_RS04960	933	310	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1099711	1100973	-							ARCH_RS04965	1263		old_locus_tag=Arch_0974
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1099711	1100973	-	WP_013170192.1	WP_013170192.1		hemolysin family protein			ARCH_RS04965	1263	420	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1100976	1101488	-					ybeY		ARCH_RS04970	513		old_locus_tag=Arch_0975
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1100976	1101488	-	WP_013170193.1	WP_013170193.1		rRNA maturation RNase YbeY	ybeY		ARCH_RS04970	513	170	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1101481	1102446	-							ARCH_RS04975	966		old_locus_tag=Arch_0976
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1101481	1102446	-	WP_013170194.1	WP_013170194.1		PhoH family protein			ARCH_RS04975	966	321	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1102457	1103194	-							ARCH_RS04980	738		old_locus_tag=Arch_0977
CDS	with_protein	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1102457	1103194	-	WP_013170195.1	WP_013170195.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			ARCH_RS04980	738	245	
gene	protein_coding	GCF_000092365.1	Primary Assembly	chromosome		NC_014218.1	1103194	1104333	-					dnaJ		ARCH_RS04985	1140		old_locus_tag=Arch_0978
